Tanggal,Produk,Ulasan,label,Cleaning,Tokenizing,Normalisasi,Stopword,Stemming,text
3 minggu lalu,Cosmos CRJ-1031 - Mini Portable Digital Rice Cooker 0.3 L,"bentuknya bagus,  blm ditest,  semoga ok",1,bentuknya bagus blm ditest semoga ok,"['bentuknya', 'bagus', 'blm', 'ditest', 'semoga', 'ok']","['bentuknya', 'bagus', 'belum', 'ditest', 'semoga', 'ok']","['bentuknya', 'bagus', 'ditest', 'semoga', 'ok']","['bentuk', 'bagus', 'ditest', 'moga', 'ok']",bentuk bagus ditest moga ok
3 minggu lalu,Cosmos CB-281 P - Blender 2 L,"terima kasih seller. . . atas info cara pemakaian nya, sudah bisa di pakai",1,terima kasih seller atas info cara pemakaian nya sudah bisa di pakai,"['terima', 'kasih', 'seller', 'atas', 'info', 'cara', 'pemakaian', 'nya', 'sudah', 'bisa', 'di', 'pakai']","['terima', 'kasih', 'seller', 'atas', 'info', 'cara', 'pemakaian', 'nya', 'sudah', 'bisa', 'di', 'pakai']","['terima', 'kasih', 'info', 'pemakaian', 'nya', 'pakai']","['terima', 'kasih', 'info', 'pakai', 'nya', 'pakai']",terima kasih info pakai nya pakai
3 minggu lalu,Cosmos CRJ-3307 - Rice Cooker 1.8 L Fabelia series Tiger,"mutu toko & produk 0/10 👎👎👎 , alamat salah , sampai saya harus tambah biaya ke kurir supaya diantar sesuai alamat yg tertera di tokped & barang penyok parah , pac. . .  ",0,mutu toko produk alamat salah sampai saya harus tambah biaya ke kurir supaya diantar sesuai alamat yg tertera di tokped barang penyok parah pac,"['mutu', 'toko', 'produk', 'alamat', 'salah', 'sampai', 'saya', 'harus', 'tambah', 'biaya', 'ke', 'kurir', 'supaya', 'diantar', 'sesuai', 'alamat', 'yg', 'tertera', 'di', 'tokped', 'barang', 'penyok', 'parah', 'pac']","['mutu', 'toko', 'produk', 'alamat', 'salah', 'sampai', 'saya', 'harus', 'tambah', 'biaya', 'ke', 'kurir', 'supaya', 'diantar', 'sesuai', 'alamat', 'yang', 'tertera', 'di', 'tokped', 'barang', 'penyok', 'parah', 'pac']","['mutu', 'produk', 'alamat', 'salah', 'biaya', 'kurir', 'diantar', 'sesuai', 'alamat', 'tertera', 'tokped', 'barang', 'penyok']","['mutu', 'produk', 'alamat', 'salah', 'biaya', 'kurir', 'antar', 'sesuai', 'alamat', 'tera', 'tokped', 'barang', 'penyok']",mutu produk alamat salah biaya kurir antar sesuai alamat tera tokped barang penyok
3 minggu lalu,Cosmos CTL-210 - Ketel Elektrik 1.2 L BLACK,produk ori dan berkualitas.  design modern dan praktis sesuai dengan deskripsi. recommended seller. ,1,produk ori dan berkualitas design modern dan praktis sesuai dengan deskripsi recommended seller,"['produk', 'ori', 'dan', 'berkualitas', 'design', 'modern', 'dan', 'praktis', 'sesuai', 'dengan', 'deskripsi', 'recommended', 'seller']","['produk', 'orisinal', 'dan', 'berkualitas', 'design', 'modern', 'dan', 'praktis', 'sesuai', 'dengan', 'deskripsi', 'recommended', 'seller']","['produk', 'orisinal', 'berkualitas', 'praktis', 'sesuai', 'deskripsi', 'recommended']","['produk', 'orisinal', 'kualitas', 'praktis', 'sesuai', 'deskripsi', 'recommended']",produk orisinal kualitas praktis sesuai deskripsi recommended
3 minggu lalu,Cosmos CGC-123 P RED - Kompor Portable 1.45 Kg 1 Tungku NEW Looks,belum dicoba.  semoga berfungsi bagus dan awet,1,belum dicoba semoga berfungsi bagus dan awet,"['belum', 'dicoba', 'semoga', 'berfungsi', 'bagus', 'dan', 'awet']","['belum', 'dicoba', 'semoga', 'berfungsi', 'bagus', 'dan', 'awet']","['dicoba', 'semoga', 'berfungsi', 'bagus', 'awet']","['coba', 'moga', 'fungsi', 'bagus', 'awet']",coba moga fungsi bagus awet
3 minggu lalu,Cosmos CRJ-3307 - Rice Cooker 1.8 L Fabelia series Tiger,"memilih pengiriman instant 3 jam dimaksudkan agar cepat dipakai dan hasilnya masih di proses sampai h+1
dengan alasan sedang mengalami kendala sistem penginputan",0,memilih pengiriman instant jam dimaksudkan agar cepat dipakai dan hasilnya masih di proses sampai dengan alasan sedang mengalami kendala sistem penginputan,"['memilih', 'pengiriman', 'instant', 'jam', 'dimaksudkan', 'agar', 'cepat', 'dipakai', 'dan', 'hasilnya', 'masih', 'di', 'proses', 'sampai', 'dengan', 'alasan', 'sedang', 'mengalami', 'kendala', 'sistem', 'penginputan']","['memilih', 'pengiriman', 'instant', 'jam', 'dimaksudkan', 'agar', 'cepat', 'dipakai', 'dan', 'hasilnya', 'masih', 'di', 'proses', 'sampai', 'dengan', 'alasan', 'sedang', 'mengalami', 'kendala', 'sistem', 'penginputan']","['memilih', 'pengiriman', 'cepat', 'dipakai', 'hasilnya', 'proses', 'alasan', 'mengalami', 'kendala', 'sistem', 'penginputan']","['pilih', 'kirim', 'cepat', 'pakai', 'hasil', 'proses', 'alas', 'alami', 'kendala', 'sistem', 'penginputan']",pilih kirim cepat pakai hasil proses alas alami kendala sistem penginputan
3 minggu lalu,Cosmos Harmond CRJ-6368 - Rice Cooker 2 L,pengiriman oke barang bagus,1,pengiriman oke barang bagus,"['pengiriman', 'oke', 'barang', 'bagus']","['pengiriman', 'oke', 'barang', 'bagus']","['pengiriman', 'oke', 'barang', 'bagus']","['kirim', 'oke', 'barang', 'bagus']",kirim oke barang bagus
3 minggu lalu,Hand Mixer COSMIC CM-1259 (Cosmos Mixer with Container),"produk original dan berfungsi dengan baik. 
respon seller baik
pengiriman cepat
terima kasih",1,produk original dan berfungsi dengan baik respon seller baik pengiriman cepat terima kasih,"['produk', 'original', 'dan', 'berfungsi', 'dengan', 'baik', 'respon', 'seller', 'baik', 'pengiriman', 'cepat', 'terima', 'kasih']","['produk', 'original', 'dan', 'berfungsi', 'dengan', 'baik', 'respon', 'seller', 'baik', 'pengiriman', 'cepat', 'terima', 'kasih']","['produk', 'berfungsi', 'respon', 'pengiriman', 'cepat', 'terima', 'kasih']","['produk', 'fungsi', 'respon', 'kirim', 'cepat', 'terima', 'kasih']",produk fungsi respon kirim cepat terima kasih
3 minggu lalu,Cosmos 12-DAR N ONY - Kipas Angin Meja 12 inch,"barang original,  spek sesuai,  pengiriman lumayan lama",1,barang original spek sesuai pengiriman lumayan lama,"['barang', 'original', 'spek', 'sesuai', 'pengiriman', 'lumayan', 'lama']","['barang', 'original', 'spek', 'sesuai', 'pengiriman', 'lumayan', 'lama']","['barang', 'spek', 'sesuai', 'pengiriman', 'lumayan']","['barang', 'spek', 'sesuai', 'kirim', 'lumayan']",barang spek sesuai kirim lumayan
3 minggu lalu,Cosmos CTL-211 - Ketel Elektrik 0.8 L,produk sesuai deskripsi.  jenis produk sesuai pesanan.  berfungsi dengan baik dengan bahan yang berkualitas. ,1,produk sesuai deskripsi jenis produk sesuai pesanan berfungsi dengan baik dengan bahan yang berkualitas,"['produk', 'sesuai', 'deskripsi', 'jenis', 'produk', 'sesuai', 'pesanan', 'berfungsi', 'dengan', 'baik', 'dengan', 'bahan', 'yang', 'berkualitas']","['produk', 'sesuai', 'deskripsi', 'jenis', 'produk', 'sesuai', 'pesanan', 'berfungsi', 'dengan', 'baik', 'dengan', 'bahan', 'yang', 'berkualitas']","['produk', 'sesuai', 'deskripsi', 'jenis', 'produk', 'sesuai', 'pesanan', 'berfungsi', 'berkualitas']","['produk', 'sesuai', 'deskripsi', 'jenis', 'produk', 'sesuai', 'pesan', 'fungsi', 'kualitas']",produk sesuai deskripsi jenis produk sesuai pesan fungsi kualitas
3 minggu lalu,Cosmos CRJ-1803 - Rice Cooker 1.2 L,"packing bagus dan aman,  produk bagus ukuran pas untuk keluarga dengan 3 orang",1,packing bagus dan aman produk bagus ukuran pas untuk keluarga dengan orang,"['packing', 'bagus', 'dan', 'aman', 'produk', 'bagus', 'ukuran', 'pas', 'untuk', 'keluarga', 'dengan', 'orang']","['packing', 'bagus', 'dan', 'aman', 'produk', 'bagus', 'ukuran', 'pas', 'untuk', 'keluarga', 'dengan', 'orang']","['packing', 'bagus', 'aman', 'produk', 'bagus', 'ukuran', 'pas', 'keluarga']","['packing', 'bagus', 'aman', 'produk', 'bagus', 'ukur', 'pas', 'keluarga']",packing bagus aman produk bagus ukur pas keluarga
3 minggu lalu,Cosmos Blenz CB-832PC - Blender 2 L,hasil blend bumbu keringnya lumayan halus,1,hasil blend bumbu keringnya lumayan halus,"['hasil', 'blend', 'bumbu', 'keringnya', 'lumayan', 'halus']","['hasil', 'blend', 'bumbu', 'keringnya', 'lumayan', 'halus']","['hasil', 'bumbu', 'keringnya', 'lumayan', 'halus']","['hasil', 'bumbu', 'kering', 'lumayan', 'halus']",hasil bumbu kering lumayan halus
3 minggu lalu,16WFGR,"barangnya berfungsi dengan baik,  dan membuat ruangan jadi adem.  mantab jiwaaa 👍👍👍",1,barangnya berfungsi dengan baik dan membuat ruangan jadi adem mantab jiwaaa,"['barangnya', 'berfungsi', 'dengan', 'baik', 'dan', 'membuat', 'ruangan', 'jadi', 'adem', 'mantab', 'jiwaaa']","['barangnya', 'berfungsi', 'dengan', 'baik', 'dan', 'membuat', 'ruangan', 'jadi', 'adem', 'mantab', 'jiwaaa']","['barangnya', 'berfungsi', 'ruangan', 'adem', 'mantab', 'jiwaaa']","['barang', 'fungsi', 'ruang', 'adem', 'mantab', 'jiwaaa']",barang fungsi ruang adem mantab jiwaaa
3 minggu lalu,Cosmos Rice Cooker Stainless steel CRJ 9368 2l,barang ok baik mulus rekomendasi mantap.  hasil memasaknya baik tidak merubah rasa. ,1,barang ok baik mulus rekomendasi mantap hasil memasaknya baik tidak merubah rasa,"['barang', 'ok', 'baik', 'mulus', 'rekomendasi', 'mantap', 'hasil', 'memasaknya', 'baik', 'tidak', 'merubah', 'rasa']","['barang', 'ok', 'baik', 'mulus', 'rekomendasi', 'mantap', 'hasil', 'memasaknya', 'baik', 'tidak', 'merubah', 'rasa']","['barang', 'ok', 'mulus', 'rekomendasi', 'mantap', 'hasil', 'memasaknya', 'tidak', 'merubah']","['barang', 'ok', 'mulus', 'rekomendasi', 'mantap', 'hasil', 'masak', 'tidak', 'rubah']",barang ok mulus rekomendasi mantap hasil masak tidak rubah
3 minggu lalu,Cosmos CRJ-1803 - Rice Cooker 1.2 L,"barang tidak lengkap,  piringan bagian atas tidak ada.  bisa2nya official store begini.  kecewa banget. . . . ",0,barang tidak lengkap piringan bagian atas tidak ada bisanya official store begini kecewa banget,"['barang', 'tidak', 'lengkap', 'piringan', 'bagian', 'atas', 'tidak', 'ada', 'bisanya', 'official', 'store', 'begini', 'kecewa', 'banget']","['barang', 'tidak', 'lengkap', 'piringan', 'bagian', 'atas', 'tidak', 'ada', 'bisanya', 'official', 'store', 'begini', 'kecewa', 'banget']","['barang', 'tidak', 'lengkap', 'piringan', 'tidak', 'bisanya', 'kecewa', 'banget']","['barang', 'tidak', 'lengkap', 'piring', 'tidak', 'bisa', 'kecewa', 'banget']",barang tidak lengkap piring tidak bisa kecewa banget
4 minggu lalu,Cosmos CO-9909 W - Oven 9 L,"barang cepat sampai,  blm dicoba moga gak masalah",1,barang cepat sampai blm dicoba moga gak masalah,"['barang', 'cepat', 'sampai', 'blm', 'dicoba', 'moga', 'gak', 'masalah']","['barang', 'cepat', 'sampai', 'belum', 'dicoba', 'moga', 'enggak', 'masalah']","['barang', 'cepat', 'dicoba', 'moga', 'enggak']","['barang', 'cepat', 'coba', 'moga', 'enggak']",barang cepat coba moga enggak
4 minggu lalu,Cosmos CTL-210 - Ketel Elektrik 1.2 L,"mantap,  mantul bos",1,mantap mantul bos,"['mantap', 'mantul', 'bos']","['mantap', 'mantul', 'bos']","['mantap', 'mantul', 'bos']","['mantap', 'mantul', 'bos']",mantap mantul bos
4 minggu lalu,Cosmos Blender - Big Capacity - CB-282 AP - 2 liter,"barang original & di packing dengan aman.  
barang berfungsi dengan baik. ",1,barang original di packing dengan aman barang berfungsi dengan baik,"['barang', 'original', 'di', 'packing', 'dengan', 'aman', 'barang', 'berfungsi', 'dengan', 'baik']","['barang', 'original', 'di', 'packing', 'dengan', 'aman', 'barang', 'berfungsi', 'dengan', 'baik']","['barang', 'packing', 'aman', 'barang', 'berfungsi']","['barang', 'packing', 'aman', 'barang', 'fungsi']",barang packing aman barang fungsi
1 bulan lalu,Cosmos 16-XDC - Kipas Angin / Stand Fan 16 inch,"barang sesuai order ,  blm dipasang ,  semoga awet",1,barang sesuai order blm dipasang semoga awet,"['barang', 'sesuai', 'order', 'blm', 'dipasang', 'semoga', 'awet']","['barang', 'sesuai', 'order', 'belum', 'dipasang', 'semoga', 'awet']","['barang', 'sesuai', 'dipasang', 'semoga', 'awet']","['barang', 'sesuai', 'pasang', 'moga', 'awet']",barang sesuai pasang moga awet
1 bulan lalu,Cosmos CRJ-8229 WRG - Rice Cooker 2 L (Tongolan Super),nasi matang merata 👍 proses pesanan cepat penjualnya ramah banget respon penjualnya top packaging rapi packaging aman 🙏 mutu terjamin sni ringan tapi kokoh,1,nasi matang merata proses pesanan cepat penjualnya ramah banget respon penjualnya top packaging rapi packaging aman mutu terjamin sni ringan tapi kokoh,"['nasi', 'matang', 'merata', 'proses', 'pesanan', 'cepat', 'penjualnya', 'ramah', 'banget', 'respon', 'penjualnya', 'top', 'packaging', 'rapi', 'packaging', 'aman', 'mutu', 'terjamin', 'sni', 'ringan', 'tapi', 'kokoh']","['nasi', 'matang', 'merata', 'proses', 'pesanan', 'cepat', 'penjualnya', 'ramah', 'banget', 'respon', 'penjualnya', 'top', 'packaging', 'rapi', 'packaging', 'aman', 'mutu', 'terjamin', 'sni', 'ringan', 'tapi', 'kokoh']","['matang', 'merata', 'proses', 'pesanan', 'cepat', 'penjualnya', 'ramah', 'banget', 'respon', 'penjualnya', 'packaging', 'rapi', 'packaging', 'aman', 'mutu', 'terjamin', 'sni', 'ringan', 'kokoh']","['matang', 'rata', 'proses', 'pesan', 'cepat', 'jual', 'ramah', 'banget', 'respon', 'jual', 'packaging', 'rapi', 'packaging', 'aman', 'mutu', 'jamin', 'sni', 'ringan', 'kokoh']",matang rata proses pesan cepat jual ramah banget respon jual packaging rapi packaging aman mutu jamin sni ringan kokoh
1 bulan lalu,Cosmos CRJ-3306 - Rice Cooker 1.8 L (Low Watt),brg bgs 👍👍,1,brg bgs,"['brg', 'bgs']","['bareng', 'bagus']","['bareng', 'bagus']","['bareng', 'bagus']",bareng bagus
1 bulan lalu,Cosmos 16-WFG - Wall Fan - 16 Inch,"barang bagus,  keterangan nya sih garansi motor 5 tahun,  mudah2 an aja bener",1,barang bagus keterangan nya sih garansi motor tahun mudah an aja bener,"['barang', 'bagus', 'keterangan', 'nya', 'sih', 'garansi', 'motor', 'tahun', 'mudah', 'an', 'aja', 'bener']","['barang', 'bagus', 'keterangan', 'nya', 'sih', 'garansi', 'motor', 'tahun', 'mudah', 'an', 'saja', 'benar']","['barang', 'bagus', 'keterangan', 'nya', 'sih', 'garansi', 'mudah']","['barang', 'bagus', 'terang', 'nya', 'sih', 'garansi', 'mudah']",barang bagus terang nya sih garansi mudah
1 bulan lalu,Cosmos NEW AIR FRYER CAF-6603,sudah digunakan dan aman.  semoga aman terus dan awet.  terimakasih,1,sudah digunakan dan aman semoga aman terus dan awet terimakasih,"['sudah', 'digunakan', 'dan', 'aman', 'semoga', 'aman', 'terus', 'dan', 'awet', 'terimakasih']","['sudah', 'digunakan', 'dan', 'aman', 'semoga', 'aman', 'terus', 'dan', 'awet', 'terimakasih']","['aman', 'semoga', 'aman', 'awet', 'terimakasih']","['aman', 'moga', 'aman', 'awet', 'terimakasih']",aman moga aman awet terimakasih
1 bulan lalu,"Cosmos WADESTA 16-S033 ONY - Kipas Angin 3in1-16 inch Wall,Desk,Stand","recommend seller,  produk asli dan berkualitas",1,recommend seller produk asli dan berkualitas,"['recommend', 'seller', 'produk', 'asli', 'dan', 'berkualitas']","['recommend', 'seller', 'produk', 'asli', 'dan', 'berkualitas']","['produk', 'asli', 'berkualitas']","['produk', 'asli', 'kualitas']",produk asli kualitas
1 bulan lalu,Cosmos NEW AIR FRYER CAF-6603,utk kado jd tdk bisa tes.  pengiriman lumayan lama 1 minggu. ,1,utk kado jd tdk bisa tes pengiriman lumayan lama minggu,"['utk', 'kado', 'jd', 'tdk', 'bisa', 'tes', 'pengiriman', 'lumayan', 'lama', 'minggu']","['untuk', 'kado', 'jadi', 'tidak', 'bisa', 'tes', 'pengiriman', 'lumayan', 'lama', 'minggu']","['kado', 'tidak', 'tes', 'pengiriman', 'lumayan', 'minggu']","['kado', 'tidak', 'tes', 'kirim', 'lumayan', 'minggu']",kado tidak tes kirim lumayan minggu
1 bulan lalu,Cosmos CB-282 P - Blender 2 L,seller slow respon.  packaging nya lama.  harus nunggu sehari lebih baru dikirim.  untungnya kurirnya cepet proses shipping nya.  packaging nya juga biasa banget.  cuma bubble. . .  ,0,seller slow respon packaging nya lama harus nunggu sehari lebih baru dikirim untungnya kurirnya cepet proses shipping nya packaging nya juga biasa banget cuma bubble,"['seller', 'slow', 'respon', 'packaging', 'nya', 'lama', 'harus', 'nunggu', 'sehari', 'lebih', 'baru', 'dikirim', 'untungnya', 'kurirnya', 'cepet', 'proses', 'shipping', 'nya', 'packaging', 'nya', 'juga', 'biasa', 'banget', 'cuma', 'bubble']","['seller', 'slow', 'respon', 'packaging', 'nya', 'lama', 'harus', 'menunggu', 'sehari', 'lebih', 'baru', 'dikirim', 'untungnya', 'kurirnya', 'cepat', 'proses', 'shipping', 'nya', 'packaging', 'nya', 'juga', 'biasa', 'banget', 'cuma', 'bubble']","['respon', 'packaging', 'nya', 'menunggu', 'sehari', 'dikirim', 'untungnya', 'kurirnya', 'cepat', 'proses', 'nya', 'packaging', 'nya', 'banget']","['respon', 'packaging', 'nya', 'tunggu', 'hari', 'kirim', 'untung', 'kurir', 'cepat', 'proses', 'nya', 'packaging', 'nya', 'banget']",respon packaging nya tunggu hari kirim untung kurir cepat proses nya packaging nya banget
1 bulan lalu,Cosmos 16 COCN - Kipas Angin Dinding 16 inch (Orbit Ceiling Fan),barangnya original jd dapat garansi juga.  pasangnya gampang dan berfungsi dg baik. ,1,barangnya original jd dapat garansi juga pasangnya gampang dan berfungsi dg baik,"['barangnya', 'original', 'jd', 'dapat', 'garansi', 'juga', 'pasangnya', 'gampang', 'dan', 'berfungsi', 'dg', 'baik']","['barangnya', 'original', 'jadi', 'dapat', 'garansi', 'juga', 'pasangnya', 'gampang', 'dan', 'berfungsi', 'dengan', 'baik']","['barangnya', 'garansi', 'pasangnya', 'gampang', 'berfungsi']","['barang', 'garansi', 'pasang', 'gampang', 'fungsi']",barang garansi pasang gampang fungsi
1 bulan lalu,Cosmos CRJ-1001 N - Rice Cooker 0.6 L,"barang ok. 
tapi pengirimannya lama banget",1,barang ok tapi pengirimannya lama banget,"['barang', 'ok', 'tapi', 'pengirimannya', 'lama', 'banget']","['barang', 'ok', 'tapi', 'pengirimannya', 'lama', 'banget']","['barang', 'ok', 'pengirimannya', 'banget']","['barang', 'ok', 'kirim', 'banget']",barang ok kirim banget
1 bulan lalu,Cosmos Blenz CB-812 GC - Blender 2 L (Goblet Kaca) Plus Choper ,tadi coba bisa nyala mutar,1,tadi coba bisa nyala mutar,"['tadi', 'coba', 'bisa', 'nyala', 'mutar']","['tadi', 'coba', 'bisa', 'nyala', 'mutar']","['coba', 'nyala', 'mutar']","['coba', 'nyala', 'mutar']",coba nyala mutar
1 bulan lalu,Cosmos Kompor Induksi Listrik 1 Tungku CIC-951,barang datang dalam kondisi baik,1,barang datang dalam kondisi baik,"['barang', 'datang', 'dalam', 'kondisi', 'baik']","['barang', 'datang', 'dalam', 'kondisi', 'baik']","['barang', 'kondisi']","['barang', 'kondisi']",barang kondisi
1 bulan lalu,Cosmos Rice Cooker Non Stick CRJ-8228 B - 2.0L,"rice cooker sdh di terima,  di tes nyala,  hy pas di pencet cook koq lgsg lompat ke warm,  terus aja gt.  smg gk rusak ya,  tp barang aman gk ada yg penyok,  mksh 🙏🏻",1,rice cooker sdh di terima di tes nyala hy pas di pencet cook koq lgsg lompat ke warm terus aja gt smg gk rusak ya tp barang aman gk ada yg penyok mksh,"['rice', 'cooker', 'sdh', 'di', 'terima', 'di', 'tes', 'nyala', 'hy', 'pas', 'di', 'pencet', 'cook', 'koq', 'lgsg', 'lompat', 'ke', 'warm', 'terus', 'aja', 'gt', 'smg', 'gk', 'rusak', 'ya', 'tp', 'barang', 'aman', 'gk', 'ada', 'yg', 'penyok', 'mksh']","['rice', 'cooker', 'sudah', 'di', 'terima', 'di', 'tes', 'nyala', 'hai', 'pas', 'di', 'pencet', 'cook', 'kok', 'langsung', 'lompat', 'ke', 'warm', 'terus', 'saja', 'begitu', 'semoga', 'enggak', 'rusak', 'ya', 'tapi', 'barang', 'aman', 'enggak', 'ada', 'yang', 'penyok', 'terima kasih']","['terima', 'tes', 'nyala', 'hai', 'pas', 'pencet', 'langsung', 'lompat', 'semoga', 'enggak', 'rusak', 'barang', 'aman', 'enggak', 'penyok', 'terima kasih']","['terima', 'tes', 'nyala', 'hai', 'pas', 'pencet', 'langsung', 'lompat', 'moga', 'enggak', 'rusak', 'barang', 'aman', 'enggak', 'penyok', 'terima kasih']",terima tes nyala hai pas pencet langsung lompat moga enggak rusak barang aman enggak penyok terima kasih
1 bulan lalu,Cosmos Blender - Big Capacity - CB-282 AP - 2 liter,"barang original,  kondisi barang saat datang baik tanpa cacat,  respon pejual bagus,  good job",1,barang original kondisi barang saat datang baik tanpa cacat respon pejual bagus good job,"['barang', 'original', 'kondisi', 'barang', 'saat', 'datang', 'baik', 'tanpa', 'cacat', 'respon', 'pejual', 'bagus', 'good', 'job']","['barang', 'original', 'kondisi', 'barang', 'saat', 'datang', 'baik', 'tanpa', 'cacat', 'respon', 'pejual', 'bagus', 'good', 'job']","['barang', 'kondisi', 'barang', 'cacat', 'respon', 'pejual', 'bagus']","['barang', 'kondisi', 'barang', 'cacat', 'respon', 'jual', 'bagus']",barang kondisi barang cacat respon jual bagus
1 bulan lalu,Cosmos Food Processor FP-323 KUBA NEW PRODUK,"cantik barangnya,  pengemasannya juga aman sehingga diterima dengan selamat. . . 
untuk kinerjanya,  pas dicoba untuk kacang buat bumbu kacang jago banget sampe halus. . .  tapi. . .  ",1,cantik barangnya pengemasannya juga aman sehingga diterima dengan selamat untuk kinerjanya pas dicoba untuk kacang buat bumbu kacang jago banget sampe halus tapi,"['cantik', 'barangnya', 'pengemasannya', 'juga', 'aman', 'sehingga', 'diterima', 'dengan', 'selamat', 'untuk', 'kinerjanya', 'pas', 'dicoba', 'untuk', 'kacang', 'buat', 'bumbu', 'kacang', 'jago', 'banget', 'sampe', 'halus', 'tapi']","['cantik', 'barangnya', 'pengemasannya', 'juga', 'aman', 'sehingga', 'diterima', 'dengan', 'selamat', 'untuk', 'kinerjanya', 'pas', 'dicoba', 'untuk', 'kacang', 'buat', 'bumbu', 'kacang', 'jago', 'banget', 'sampai', 'halus', 'tapi']","['cantik', 'barangnya', 'pengemasannya', 'aman', 'diterima', 'selamat', 'kinerjanya', 'pas', 'dicoba', 'kacang', 'bumbu', 'kacang', 'jago', 'banget', 'halus']","['cantik', 'barang', 'emas', 'aman', 'terima', 'selamat', 'kerja', 'pas', 'coba', 'kacang', 'bumbu', 'kacang', 'jago', 'banget', 'halus']",cantik barang emas aman terima selamat kerja pas coba kacang bumbu kacang jago banget halus
