,Produk,Rating,Ulasan,Tanggal,label
1441,Cosmos 16-XDC - Kipas Angin / Stand Fan 16 inch,5,"bagus banget. . .  pengiriman cepat.  br pesan semalem,  skrng udh smpe. ",8 bulan lalu,1
1442,Cosmos FP-300 - Food Processor 300 ml,5,barangnya bagus. . ,8 bulan lalu,1
1443,Cosmos CRJ-3307 - Rice Cooker 1.8 L Fabelia series Kucing(Cat),4,belum d coba jangka lama. ,8 bulan lalu,1
1444,Kipas Angin 12-PDB Electric Fan Twino (Meja dan Dinding),5,gampang dirakit desain elegan udara jadi sejuk proses pesanan cepat packaging aman 🙏 dan semoga awet,8 bulan lalu,1
1445,Cosmos 16-SN - Kipas Angin / Fan 2in1 16 inch (Stand & Desk),5,"barangnya original,  pemasangannya mudah,  kokoh pastinya gak gampang jatoh atau goyang,  tidak terlalu bising. . . ",8 bulan lalu,1
1446,Cosmos CGC-123 P RED - Kompor Portable 1.45 Kg 1 Tungku NEW Looks,1,boxnya pecah dan konpor penyok.  pengiriman sangat lama,8 bulan lalu,1
1447,Cosmos NEW AIR FRYER CAF-6603,5,"mendarat dengan selamat,  ga dibuka dr box krn untuk kado. . . thanks much cosmos 🙏🏻🙏🏻🙏🏻🙏🏻",8 bulan lalu,1
1448,WADESTA BESI SIF-1804 S,5,"barang bagus, original, berfungsi semua",8 bulan lalu,1
1449,Cosmos 16 WFO - Kipas Angin Dinding 16 inch,5,"kipas angin cosmos kupasang pada dinding mushola rumahku,  ruangan jadi lebih segar,  tks. ",8 bulan lalu,1
1450,Cosmos 12 DAR N - Kipas Angin Meja 12 inch,5,"barang bagus berfungsi dengan baik,  pengiriman cepat.  recommended. ",8 bulan lalu,1
1451,Cosmos 16-XDC - Kipas Angin / Stand Fan 16 inch,4,bagian kakinya ada patah sayangnya,8 bulan lalu,1
1452,Cosmos Blenz CB-802 - Blender 1.2 L,5,👍👍👍👍👍,8 bulan lalu,1
1453,Cosmos CB-281 P - Blender 2 L,1,"pembelian jumat jam 11 siang,  barang baru di kirim senin sore. .  chat oenjual respon lamaaaaaaa…. 

barangnyan buat giling bawang aja ga bisa halus…

sangat kecewa. ",8 bulan lalu,1
1454,Cosmos CB-282 P - Blender 2 L,5,"barang sampai dengan kondisi aman,  akan tetapi pengiriman sangat lama. 

semoga bisa lebih baik lagi untuk proses pengirimannya. ",8 bulan lalu,1
1725,Maspion Rice Com MRJ-0622 RDJM,3,sayang bagian bawahnya copot,1 hari lalu,1
1726,Maspion Stand Fan 16 Inch F - 412 S,5,pengiriman cepat. .  barang sesuai pesanan,2 hari lalu,1
1727,Maspion Alat Pel Handpress Easy Mop,5,"kualitas produk baik,  pengiriman cepat.  sangat memuaskan. ",2 hari lalu,1
1728,Maspion Stand Mixer MT - 1140,5,mixer berfungsi dengan baik 👍,2 hari lalu,1
1729,Maspion Setrika EX1000,5,alhamdulillah dah nyampe sesuai pesanan dan berfungsi dg baik. .  terima kasih,3 hari lalu,1
1730,Maspion Mikado Panci Goldi SH - Saucepan Alumunium,5,"respon cepat,  harga bersaing,  pengiriman cepat",3 hari lalu,1
1731,Maspion Stand Fan 16 Inch F-1625 RC,5,barang bagus sesuai gambar mantap👍👍👍,3 hari lalu,1
1732,Maspion Mikado Panci Summer DH Tutup Alumunium - Dutch Oven Alumunium,4,"berharap merah datang pink,  but it's ok",4 hari lalu,1
1733,Maspion Beta Organiser Case - Tempat Alat Tulis Kantor,5,"warna abu”…di foto warna kream…
barang sesuai deskripsi…pengiriman cepat. . 👍🏻",4 hari lalu,1
1734,Maspion Wajan 40 cm with Tempura Rack - Penggorengan Stainless Steel,3,ok,6 hari lalu,1
1735,Maspion Tower Fan TF-04 S,5,cakepp. . .  berfungsi dengan baik. . . ,6 hari lalu,1
1736,Maspion Stand Fan 16 Inch F - 412 S,5,ok,6 hari lalu,1
1737,Maspion Setrika EX-1010 Blackberry (Hitam),5,"barangnya original ada garansi juga,  mudah digunakan pengiriman aman. ",1 minggu lalu,1
1738,Maspion Kompor Gas MKG 201 SSHF (STAINLESS STEEL HYPER FLAME),5,sudah pasti original,1 minggu lalu,1
1739,Maspion Desk Fan 12 Inch EF-30 P2,5,bagus adem,1 minggu lalu,1
1740,Maspion Blender + Mill Dry + Wet Mill MT-1263GL,5,"mantep,  bahan nya tebel",1 minggu lalu,1
1741,Maspion Setrika EX-1010 Blackberry (Hitam),3,indikator lampunya ga bisa dipasang krn pengaitnya pecah satu.  yah ada harga ada kualitas,1 minggu lalu,1
1742,Maspion Setrika HA 370,5,barang nya ok cmn packing nya kurang,1 minggu lalu,1
1743,MASPION MAGIC COM RICE COOKER MRJ 0623 BSSS (0.6L),5,"harga bersaing
kwalitas tak tersaingi",1 minggu lalu,1
1744,Maspion Setrika EX-1010 Blackberry (Hitam),5,"barang tidak mengecewakan, luar biasa",1 minggu lalu,1
1745,Maspion Desk Fan 6 Inch HF-606,4,"ternyata kipas nya kecil banget di kirain besar tapi lumayan kenceng , hanya ada 1 kali pencet annya dan tdk bisa diatur besar kecilnya putaran kipas, smoga awet",1 minggu lalu,1
1746,Maspion Logam Jawa Panci Fitri  - Saucepan Alumunium,5,material produk bagus ukuran produk sesuai produk original kualitas produk bagus,1 minggu lalu,1
1747,Maspion UCHIDA Dispenser EX-18 PAS (Putih-Biru),5,"pengirman cepat, barang sesuai, kualitas bagus dan harga juga murah. .   mantaaaappp
panas nya mantaaappp sampai 95°c",1 minggu lalu,1
1748,Maspion Wajan 40 cm with Tempura Rack - Penggorengan Stainless Steel,5,langsung di pakai ga pake lengket,1 minggu lalu,1
1749,Maspion Panda Aster Wok 30 Cm + Tempura - Wajan Stainless Steel,5,langsung di pakai ga pake lengket,1 minggu lalu,1
1750,Maspion Kompor Listrik S - 302,5,sesuai pesanan,1 minggu lalu,1
1751,Maspion Stand Fan 16 Inch F - 412 S,5,joss tenan,1 minggu lalu,1
1752,MASPION AUTOMATIC IRON SETRIKA HA-390,5,"barang sudah sampai dengan selamat, blm saya coba mudah2an bekerja dengan smestinya dan awet🙏",1 minggu lalu,1
1753,Maspion Cooling Fan CF-204,5,"paket sesuai. . garansi resmi. . bahan kokoh, solid, berat. . . sudah ada kabelnya/tinggal colok listrik&mutar normal. ",1 minggu lalu,1
1754,Maspion Kotak serba guna kotak Perkakas - multi purpose Toolbox 2315,5,barang bagus sesuai dengan keinginan,1 minggu lalu,1
1755,Maspion Dusbin Pedal - Tempat Sampah Stainless Steel,5,recomended,2 minggu lalu,1
1756,Maspion Panci Kukusan Kenyo Kitty Colan 18 cm Aluminium,5,"kwualitas product bgs, ada penyok dibgn bwh panci tp tdk mengurangi fungsix",2 minggu lalu,1
1757,Maspion Rice Com MRJ-0623 GRBF,5,"packing baik,  bergaransi.  baru dicoba sekali.  hasil lumayan,  ga gosong cuma agak kering di bawah.  penghangat aman. ",2 minggu lalu,1
1758,"Maspion Wall Fan 16"" MWF-41K",5,responsif. . . ,2 minggu lalu,1
1759,Maspion Mikado Areum Wok 20 cm - Wajan Alumunium,5,bagus bisa buat numis2 ga lengket,2 minggu lalu,1
1760,Maspion Maslon Frypan Set Fancy 18/23 cm NonStick - Wajan Anti Lengket,2,"wajannya lengket,  gampang gosong jadinya cepet ngeletek",2 minggu lalu,1
1761,Maspion Saucepan Hello Panda 18 cm with Glass Cover - Panci Enamel,5,material produk bagus,2 minggu lalu,1
1762,Maspion Setrika EX-1010 Blackberry (Hitam),5,oke cepet jg sampenya,2 minggu lalu,1
1763,Maspion Wall Cabinet /Rak Kaca Kamar Mandi MC 05,5,rumah rapi dan nyaman material produk bagus rekomen 👍🏻 produk sesuai,2 minggu lalu,1
1764,Maspion Tatakan Tabung Gas Elpiji Serbaguna Plus Tali,5,"bagus kuat berfungsi dg baik,  rekomendasi",2 minggu lalu,1
1765,Maspion Blender MT-1213,4,"beli tipe ini 10 tahun yll masih bagus smp sekarang,  hanya karetnya yang harus diganti.  

semoga yg ini kualitasnya masih sama",2 minggu lalu,1
1766,Maspion Alas Baca Al Quran/Alas Buku - Stand Book,2,"biasa,  
dikira akan sebagus  produk maspion lainn seperti biasanya. ",2 minggu lalu,1
1767,Maspion Tatakan Setrika Plastik,1,jelek bgt kualitasnya bisa pecah gitu. . padahal beli di official store,2 minggu lalu,1
1768,Maspion Rice Com MRJ-0622 RDJM,5,"barang sudah d terima, sudah d coba juga semoga awet",2 minggu lalu,1
1769,Maspion Tatakan Tabung Gas Elpiji Serbaguna Plus Tali,5,bagus kerennn,2 minggu lalu,1
1770,Maspion Setrika HA - 110,1,barang tidak sampe. . kurir j&t,2 minggu lalu,1
1771,"Maspion Teko Jazzy 2,5 liter - Alumunium Anodize Whistle Kettle",5,"rekommended seller,  respon cepat,  packing rapih,  dan barang sesuai deskripsi. . . . ",2 minggu lalu,1
1772,Maspion Maslon Frypan Set Fancy 18/23 cm NonStick - Wajan Anti Lengket,5,"pengiriman cepet,  aman,  wajan cukup oke",2 minggu lalu,1
1773,Maspion Setrika HA - 110,5,"ada sedikit cacat di bagian moncongnya,  apakah.  bis di retur ulang",2 minggu lalu,1
1774,Maspion Setrika HA-365 Hijab Series,4,"ceramic coating nya pada bagian ujung terkelupas. . .  
ya untungnya diskon. . . ",2 minggu lalu,1
1775,"Maspion Desk Fan 10"" PW-1001D",5,"alhamdulillah,  paket sudah diterima dengan baik terimakasih. ",3 minggu lalu,1
1776,Maspion Exhaust Fan MV-300 NEX,5,sesuai diskripsi & pengiriman cepat,3 minggu lalu,1
1777,Maspion Food Chopper MFC-201AP,5,"kompliyt,  sesuai semua.  semoga awet 🤲🏼",3 minggu lalu,1
1778,Maspion Maslon Saucepan Ebonit Handle Tutup Kaca - Panci Anti Lengket,5,good,3 minggu lalu,1
1779,Maspion Setrika HA-365 Hijab Series,5,"setrika nya bagus, berfungsi dgn baik,  pengirimam nya cpt sekali. .  packing aman. . 
semoga bisa tahan lama, gk cpt rusak. . ",3 minggu lalu,1
1780,Maspion Stand Fan 16 Inch F - 412 S,5,"karena masih baru,  pipa tiangnya susah ditarik,  kalo nanti pada beli,  tariknya pake tang ya :)",3 minggu lalu,1
1781,Maspion Plastik Rak Pengering Piring - Steady Dish Drainer,5,sangat bagus kualitasnya ok sesuai,3 minggu lalu,1
1782,Maspion Stand Fan 16 Inch F - 412 S,5,"barang bagus,  ada kartu garansi,  pasang sendiri mudah,  hanya pas datang kemasannya sdh tdk beraturan mungkin di ekspedisinya,  overall barang bagus dan sdh langsung dipaka. . .  ",3 minggu lalu,1
1783,Maspion Baskom Plastik - Chef Bowl Set Isi 3 pcs,5,"kiriman sudah diterima,  sesuai dengan diskripsi.  terima kasih",3 minggu lalu,1
1784,Maspion Maslon Frypan Set Fancy 18/23 cm NonStick - Wajan Anti Lengket,5,bangga produk lokal,3 minggu lalu,1
1785,Maspion Desk Fan 12 Inch EF-30 P2,5,jos,3 minggu lalu,1
1786,Maspion Jet Pump MJP-241MA,5,"suara tidak berisik tapi semburan kencang,  jadi irit listrik karena cuma nyala bentar tapi tandon air udah cepat penuh.  packaging aman dan bagus. ",3 minggu lalu,1
1787,Maspion Box Fan 12 Inch JF-2101 T,5,"tipe kipas legendaris yang masih ada timer nya,  terkenal bandel dan tahan lama.  irit tempat dan portabel. ",3 minggu lalu,1
1788,Maspion Setrika HA-365 Hijab Series,5,barang sudah sampai dengan sangat cepat.  pesanan sesuai dengan yang digambar.  tks,3 minggu lalu,1
1789,Maspion Tatakan Setrika Plastik,5,barang sudah sampai dengan sangat cepat.  pesanan sesuai dengan yang digambar.  tks,3 minggu lalu,1
1790,Maspion Maslon Frypan Set Fancy 18/23 cm NonStick - Wajan Anti Lengket,5,"sudah dioakai masak,  anti lengket beneran. . . . ",3 minggu lalu,1
1791,Maspion Mikado Nisuka Set - Alat masak Set Alumunium,5,"jadiah utk org lain,  seneng betul dianya",3 minggu lalu,1
1792,Maspion Rigoletto Anodize Whistling Kettle - Teko Alumunium,5,"oke ini ceret,  bunyi cukup keras,  pengiriman aman dan cepet,  harga reasonable",4 minggu lalu,1
1793,Maspion Desk Fan 12 Inch EF-30 P2,5,"good,  barang asli",4 minggu lalu,1
1794,Maspion Box Kontainer Small - Favourite Box Container S,5,bagus. . barang sesuai pesanan,1 bulan lalu,1
1795,Maspion Box Fan 14 Inch JF-1403,5,"barang original,  mudah dioperasikan,  bergaransi,  tapi harus sabar ya. . .  pengiriman lama,  bolak-balik disimpan di gudang ekspedisinya",1 bulan lalu,1
1796,"Maspion Vanda Melamin Mangkok Bakso 7,5 Inch ayam",5,"pengiriman cepat,  packing aman dan rapih,  kualitas bagus 👍👍",1 bulan lalu,1
1797,Maspion Vanda Melamin Piring Bulat Tembikar 9 Inchi,5,"pengiriman cepat,  packing aman dan rapih,  kualitas bagus 👍👍",1 bulan lalu,1
1798,Maspion Setrika HA - 110,4,lama2 ga terlalu panas ya,1 bulan lalu,1
1799,Maspion Stand Fan 16 Inch F-1625 RC,5,mantap dan unik,1 bulan lalu,1
1800,Maspion Tempat Sampah Mobil Plastik - Cario Dustbin,5,"dapet yg warna biru,  dulu dapet orange,  oke dengan harganya kok,  pas juga ukurannya di mobil. ",1 bulan lalu,1
1801,Maspion Rice Cooker MRC 1820 SS (1.8Liter),5,alhamdulillah tiba dengan selamat dan sempurna tidak kurang suatu apapun. . . dan lgsg digunakan alhamdulillah lancar semuanya. . . kurir juga mantap cepat murah dikelasnya. ter. . .  ,1 bulan lalu,1
1802,Maspion Setrika HA-365 Hijab Series,5,"barang bagus , original. cepat responnya. ",1 bulan lalu,1
1803,"MASPION EX-308 DESK FAN 12""",5,👍,1 bulan lalu,1
1804,Maspion Stand Fan 16 Inch F-1625 RC,4,"kepalanya ga bisa naik turun,  katanya emang gitu dari pabrik,  padahal saya lihat review yang lain bisa naik turun. ",1 bulan lalu,1
1805,Maspion Kotak Perkakas - Toolbox 2823,5,barang ok banget,1 bulan lalu,1
1806,Maspion Vanda melamin Mug 3.5 Inhc + tutup,5,"mug nya tebal,  bagus,  gambar lucu,  ada tutupnya. 
pengiriman super cepat. 
thanksssss",1 bulan lalu,1
1807,Maspion Setrika HA - 380,5,"proses cepat.  
pengiriman cepat.  
kualitas barang baik.  
terimakasih seller. ",1 bulan lalu,1
1808,Maspion Stand Fan 16 Inch F-1625 RC,5,mantap,1 bulan lalu,1
1809,Maspion Vanda melamine Basi pegangan 5 Inch + Ttp Doraemon birthday,5,material produk bagus kualitas produk bagus ukuran produk sesuai produk sesuai. . . . luuucccuuuu. . semua sesuai harapan mksh byk,1 bulan lalu,1
1810,"Maspion Vanda melamin Mug 3,5 + Ttp Doraemon birthday",5,material produk bagus kualitas produk bagus warna produk sesuai. . . . . luuuccuuu,1 bulan lalu,1
1811,Maspion Vanda Melamin Piring makan 8 Inch Doraemon birthday,5,"material produk bagus produk original kualitas produk bagus. . . . . 
luuuccuuuu",1 bulan lalu,1
1812,Maspion Setrika HA - 110,5,barang ok,1 bulan lalu,1
1813,MASPION MAGIC COM RICE COOKER MRJ 0623 BSSS (0.6L),4,"sdh 2x beli (satunya toko offline) 
catatan saya 2x beli tipe ini :
1.  di sktr engkol tutup ada patahan kecil
2.  sktr tutup samping lecet dalam
3.  buka tutup tdk bs maksi. . .  ",1 bulan lalu,1
1814,Maspion Magic Cooker MRJ-1808 Stainless Steel,1,"barang yg di kirim penyok ( pas tulisan sni) ,  kemudian pas mau masak nasi saya klik yg putih didpn ngga nyala ternyata pas diamati itu gambarnya terbalik loh pantas ngga. . .  ",1 bulan lalu,1
1815,Maspion Setrika HA-365 Hijab Series,5,"barang original,  bobotnya ringan tapi cepat membuat kain rapi,  worth the price",1 bulan lalu,1
1816,Maspion Maslon Frypan Set Fancy 18/23 cm NonStick - Wajan Anti Lengket,5,oke,1 bulan lalu,1
1817,Maspion Desk Fan 6 Inch HF-606,3,"barang yg di pesan dan yg dtg sdkit berbeda dng gambarnya,  tp ya sudahlahh",1 bulan lalu,1
1818,Maspion Desk Fan 12 Inch EF-30 P2,5,barang original bagus. . . . dari dulu suka merk maspion terimakasih yaaa,1 bulan lalu,1
1819,MASPION MAGIC COM RICE COOKER MRJ-1003 (1L),5,"sudah sampai sesuai pesanan,  terimakasih",1 bulan lalu,1
1820,Maspion Travel Cooker EX-3051 (1 Liter),5,sesuai 👍,1 bulan lalu,1
1821,Maspion Teko Rainbow Nasional 22cm - Whistling Kettle Aluminium,3,"desain bagus,  ukuran cukup besar.  terdapat cekungan tdk rata di bawah teko dan pada gagang ada bagian yg terkelupas. ",1 bulan lalu,1
1822,Maspion Wall Cabinet /Rak Kaca Kamar Mandi MC 04,5,semuanya ok cuma sayang dapat warna yang tidak disukai. note:kalau bisa penjual melayani pilihan warna kecuali stok kosong,1 bulan lalu,1
1823,MASPION AUTOMATIC IRON SETRIKA HA-390,5,mntp,1 bulan lalu,1
1824,Maspion Setrika HA 370,3,"bubble wrap tipis bgt cuma 1 lapis.  kardusnya sih penyok dikit,  tapi kok di barangnya ada cacat kaya kepentok apa gatau.  kayanya emg barangnya yg cacat bukan kesalahan pa. . .  ",1 bulan lalu,1
1825,Maspion Celing Exhaust Fan 8 Inch CEF-2008,5,"admin ramah,  sesuai pesanan",1 bulan lalu,1
1826,Maspion Gantungan Baju Plastik - Beauty (30 Stick),5,"admin ramah,  sesuai pesanan",1 bulan lalu,1
1827,Maspion Tempat Sendok Garpu - Cutlery Star Set,5,"admin ramah,  sesuai pesanan",1 bulan lalu,1
1828,Maspion Automatic Setrika HA-30,1,ada yang patah,1 bulan lalu,1
1829,Maspion Wall Cabinet / Kotak Penyimpanan Kunci MC 12,5,material produk bagus,1 bulan lalu,1
1830,Maspion Setrika HA - 110,5,brg original,1 bulan lalu,1
1831,Maspion Setrika EX-1010 Blackberry (Hitam),5,"pengiriman cepat sekali,  istri senang sekali,  barang oke sekali,  sudah dicoba dan menyala panas sekali,  ada kartu garansinya dan buku petunjuknya,  bagus kardusnya,  aman p. . .  ",1 bulan lalu,1
1832,Maspion Stand Fan Kipas Angin Berdiri 18 Inchi Power Fan PW-18X2,5,desain elegan. .  gampang dirakit. . .  packaging aman 🙏. . .  respon penjualnya top,1 bulan lalu,1
1833,Maspion Wonder Jar MRJ-200 BS,4,agak lengket,1 bulan lalu,1
1834,Maspion Setrika EX-1010 Blackberry (Hitam),5,"good product,  working properly.  recommended seller!",1 bulan lalu,1
1835,Maspion Dispenser Portable MD-15 PAS,5,"kualitas bagus,  semoga awet,  trims",1 bulan lalu,1
1836,Maspion Setrika EX-1010 Blackberry (Hitam),5,sudah ditest nyala n berfungsi. ,1 bulan lalu,1
1837,Maspion Mikado Dandang Alcor Anodize Tutup Kaca - Steamer Alumunium,4,"agak penyok bagian bawahnya,  padahal uda pakai bubble wrap :(",1 bulan lalu,1
1838,Maspion Desk Fan 7 Inch F-18 DA,5,barangnya bagus dan harganya terjangkau.  cepat respon dan pengiriman barang juga cepat,1 bulan lalu,1
1839,Maspion Rice Cooker MRC 1819PL (1.8L),5,barang diterima keadaan baik sesuai diskripsi pengirinan cepat sampai dgn slamet terima kasih,1 bulan lalu,1
1840,Maspion Cangkir RRT Hello Panda 10 cm - Gelas Mug Stainless Steel,1,"beli mug 2 buah dikasih yg penyok. 
minta tukar baru malah pengembalian dana, 
tanpa komunikasikan dl ke pihak pembeli.  untung nya pihak tokped mengusut kejadian ini dan me. . .  ",1 bulan lalu,1
1841,Maspion Dispenser MD-106 PAS,5,"pengiriman cepat.  barang diterima sesuai pesanan.  saat ini berfungsi baik.  
thank you,  seller",1 bulan lalu,1
1842,"Maspion Desk 6"" Fan F-15 DA",3,"kecil,  ga bisa muter",1 bulan lalu,1
1843,Maspion Dispenser Galon Bawah MD-105BL,5,recommended seller 👍,1 bulan lalu,1
1844,Maspion Desk Fan 12 Inch EF-30 P2,5,pas sesuai permintaan.  thanks. ,1 bulan lalu,1
1845,Maspion Stand Fan 16 Inch F-1625 RC,5,"pemasangan mudah,  kualitas baik. ",1 bulan lalu,1
1846,Maspion Setrika HA - 110,5,pengiriman cepat n berfungsi dengan baik. . ,1 bulan lalu,1
1847,Maspion Setrika EX-1010 Blackberry (Hitam),3,barang dus nya sobek untung lecet dikit doang,1 bulan lalu,1
1848,Maspion Magic Cooker MRJ-1856 BSS,5,"terima kasih maspion,  order sesuai pesanan,  packing rapi & aman👍👍👍",1 bulan lalu,1
1849,Maspion Setrika HA-365 Hijab Series,5,barang orii,1 bulan lalu,1
1850,Maspion Stand Fan Kipas Angin Berdiri 18 Inchi Power Fan PW-18X2,5,gampang dirakit desain elegan proses pesanan cepat garansi terjamin packaging aman 🙏,1 bulan lalu,1
1851,Maspion Stand Fan 16 Inch F-1625 RC,5,"barang datang dengan lengkap.  mode swing bisa berputar 360.  ada remote kontrol utk memudahkan pengaturan.  angin standar.  rangka tampak kokoh.  sbg masukan,  warna bisa dibu. . .  ",1 bulan lalu,1
1852,"Maspion Teko Jazzy 2,5 liter - Alumunium Anodize Whistle Kettle",5,"belum dicoba untuk masak air sih,  namun material bahan aman,  tdk ada penyok2.  semoga awet,  aamiin",1 bulan lalu,1
1853,Maspion Setrika EX-1010 Blackberry (Hitam),2,"ini ada suara apa dah,  ada yang copot kah?",2 bulan lalu,1
1854,Maspion Vanda melamin Mangkok bakso 7 Inch,5,"kualitas produk bagus,  motifnya bagus.  packing aman.  recommended 👍",2 bulan lalu,1
1855,Maspion Vanda melamin Piring ceper 6.5 Inch,5,"kualitas produk bagus,  motifnya bagus.  packing aman.  recommended 👍",2 bulan lalu,1
1856,Maspion Setrika HA - 110,1,"br saja buka paketnya,  nampak dr luar buble bag seadanya saja,  pas buka kardus sdh penyok pas liat gosokannya ada pecah pula,  tp bukan karena delivery krn pecahannya tida. . .  ",2 bulan lalu,1
1857,Maspion Panda Wajan 20 cm - Wok Penggorengan Stainless Steel,4,bagus barangnya,2 bulan lalu,1
1858,Maspion Panda Seroja Pourpan - Panci Tuang Stainless Steel,5,"material ok,  barang diterima dengan selamat tanpa penyok karna packaging ok. ",2 bulan lalu,1
1859,Maspion Stand Fan 16 Inch F - 412 S,5,ok,2 bulan lalu,1
1860,"Maspion Teko Jazzy 2,5 liter - Alumunium Anodize Whistle Kettle",5,👍,2 bulan lalu,1
1861,Maspion Panda Magic Roaster Marbel 33 cm - Pemanggang Enamel,5,material produk bagus produk original kualitas produk bagus produk sesuai,2 bulan lalu,1
1862,Maspion Kipas Angin dinding Wall Fan 16 Inch MWF-1609 K,2,pengriman lma. . dus sudah tidak bersegel,2 bulan lalu,1
1863,Maspion Dispenser Portable MD-19 PAS,5,belum d coba bru di buka,2 bulan lalu,1
1864,Maspion Stand Fan 16 Inch F-1621 S,5,gampang dirakit hemat listrik ⚡ garansi terjamin desain elegan udara jadi sejuk penjualnya ramah banget proses pesanan cepat packaging aman 🙏 packaging rapi respon penju. . .  ,2 bulan lalu,1
1865,Maspion Loyang Cetakan Kue Aluminium Round Pan 10 Anodize 2pc,4,"loyangnya bagus,  bahan tebal.  tapi sayang sekali 1 dari 4 loyang yg dibeli,  bagian bawah loyang ada yang penyok (3 area yg penyok). ",2 bulan lalu,1
1866,Maspion Teko Rainbow Nasional 22cm - Whistling Kettle Aluminium,5,"pengiriman cepat,  warna keren,  semoga awet",2 bulan lalu,1
1867,Maspion Setrika HA-365 Hijab Series,5,"produkny oke original ,  model nd warnapun bagus moga awet nd manfaat 
trimakasih smua suksez terus",2 bulan lalu,1
1868,MASPION AUTOMATIC IRON SETRIKA HA-390,3,"kardusnya ancur,  strikanya juga ada bagian yang patah mungkin efek kebanting,  tapi berfungsi strikanya,  strikanya banyak yang lecet hadehhh",2 bulan lalu,1
1869,"Maspion Desk 6"" Fan F-15 DA",5,berfungsi dg baik,2 bulan lalu,1
1870,Maspion Kotak Perkakas - Toolbox Classy 13 Inch,5,mantap,2 bulan lalu,1
