Tanggal,Produk,Rating,Label,Ulasan,Cleaning,Tokenizing,Normalisasi,Stopword,Stemming,text
8 bulan lalu,Cosmos CRJ-3307 - Rice Cooker 1.8 L Fabelia series Kucing(Cat),bintang 5,1,sesuai & semoga awet 👍👍,sesuai semoga awet,"['sesuai', 'semoga', 'awet']","['sesuai', 'semoga', 'awet']","['sesuai', 'semoga', 'awet']","['sesuai', 'moga', 'awet']",sesuai moga awet
8 bulan lalu,Cosmos CRJ-101 N - Rice Cooker 0.6 L,bintang 5,1,packagingnya rapih dan brgnya smpai dgn aman walau ada sedikit penyok (ga trlalu keliatan).  sdh lgsg dicoba dan sejauh ini rice cooker berfungsi dgn baik 👍👍,packagingnya rapih dan brgnya smpai dgn aman walau ada sedikit penyok ga trlalu keliatan sdh lgsg dicoba dan sejauh ini rice cooker berfungsi dgn baik,"['packagingnya', 'rapih', 'dan', 'brgnya', 'smpai', 'dgn', 'aman', 'walau', 'ada', 'sedikit', 'penyok', 'ga', 'trlalu', 'keliatan', 'sdh', 'lgsg', 'dicoba', 'dan', 'sejauh', 'ini', 'rice', 'cooker', 'berfungsi', 'dgn', 'baik']","['packagingnya', 'rapi', 'dan', 'brgnya', 'sampai', 'denenggakn', 'aman', 'walau', 'ada', 'sedikit', 'penyok', 'enggak', 'terlalu', 'kelihatan', 'sudah', 'langsung', 'dicoba', 'dan', 'sejauh', 'ini', 'rice', 'cooker', 'berfungsi', 'denenggakn', 'baik']","['packagingnya', 'rapi', 'brgnya', 'denenggakn', 'aman', 'penyok', 'enggak', 'langsung', 'dicoba', 'berfungsi', 'denenggakn']","['packagingnya', 'rapi', 'brgnya', 'denenggakn', 'aman', 'penyok', 'enggak', 'langsung', 'coba', 'fungsi', 'denenggakn']",packagingnya rapi brgnya denenggakn aman penyok enggak langsung coba fungsi denenggakn
8 bulan lalu,Cosmos CTL-211 - Ketel Elektrik 0.8 L,bintang 5,1,mantapppp,mantapppp,['mantapppp'],['mantapppp'],['mantapppp'],['mantapppp'],mantapppp
8 bulan lalu,Cosmos CB-171 P - Blender 1 L,bintang 5,1,"terima kasih sebelumnya,  barang telah tiba dengan baik dan kurir semoga di karuniai sehat dan rezeki yang banyak. . . amin",terima kasih sebelumnya barang telah tiba dengan baik dan kurir semoga di karuniai sehat dan rezeki yang banyak amin,"['terima', 'kasih', 'sebelumnya', 'barang', 'telah', 'tiba', 'dengan', 'baik', 'dan', 'kurir', 'semoga', 'di', 'karuniai', 'sehat', 'dan', 'rezeki', 'yang', 'banyak', 'amin']","['terima', 'kasih', 'sebelumnya', 'barang', 'telah', 'tiba', 'dengan', 'baik', 'dan', 'kurir', 'semoga', 'di', 'karuniai', 'sehat', 'dan', 'rezeki', 'yang', 'banyak', 'amin']","['terima', 'kasih', 'barang', 'kurir', 'semoga', 'karuniai', 'sehat', 'rezeki']","['terima', 'kasih', 'barang', 'kurir', 'moga', 'karunia', 'sehat', 'rezeki']",terima kasih barang kurir moga karunia sehat rezeki
8 bulan lalu,"Cosmos 16-S088 - Kipas Angin / Fan 3in1 16 inch (Wall, Desk, Stand)",bintang 1,0,"pelayanan tidak sesuai tulisan di gambar (tentang manfaat belanja di official store). 
pakai jasa instan,  belanja 06. 44 jam 17. 00 kurang dikit barang baru nyampe (instan r. . .  ",pelayanan tidak sesuai tulisan di gambar tentang manfaat belanja di official store pakai jasa instan belanja jam kurang dikit barang baru nyampe instan,"['pelayanan', 'tidak', 'sesuai', 'tulisan', 'di', 'gambar', 'tentang', 'manfaat', 'belanja', 'di', 'official', 'store', 'pakai', 'jasa', 'instan', 'belanja', 'jam', 'kurang', 'dikit', 'barang', 'baru', 'nyampe', 'instan']","['pelayanan', 'tidak', 'sesuai', 'tulisan', 'di', 'gambar', 'tentang', 'manfaat', 'belanja', 'di', 'official', 'store', 'pakai', 'jasa', 'instan', 'belanja', 'jam', 'kurang', 'dikit', 'barang', 'baru', 'sampai', 'instan']","['pelayanan', 'tidak', 'sesuai', 'gambar', 'manfaat', 'belanja', 'pakai', 'jasa', 'instan', 'belanja', 'dikit', 'barang', 'instan']","['layan', 'tidak', 'sesuai', 'gambar', 'manfaat', 'belanja', 'pakai', 'jasa', 'instan', 'belanja', 'dikit', 'barang', 'instan']",layan tidak sesuai gambar manfaat belanja pakai jasa instan belanja dikit barang instan
8 bulan lalu,"Cosmos WADESTA 16-S033 ONY - Kipas Angin 3in1-16 inch Wall,Desk,Stand",bintang 5,1,barang original semua berfungsi dengan baik mudah mudahan awet ya,barang original semua berfungsi dengan baik mudah mudahan awet ya,"['barang', 'original', 'semua', 'berfungsi', 'dengan', 'baik', 'mudah', 'mudahan', 'awet', 'ya']","['barang', 'original', 'semua', 'berfungsi', 'dengan', 'baik', 'mudah', 'mudahan', 'awet', 'ya']","['barang', 'berfungsi', 'mudah', 'mudahan', 'awet']","['barang', 'fungsi', 'mudah', 'mudah', 'awet']",barang fungsi mudah mudah awet
8 bulan lalu,Cosmos Harmond CRJ-6023 N - Rice Cooker 2 L,bintang 5,1,"barang original,  kualitas mantap,  respon seller oke,  barang mendarat dengan aman",barang original kualitas mantap respon seller oke barang mendarat dengan aman,"['barang', 'original', 'kualitas', 'mantap', 'respon', 'seller', 'oke', 'barang', 'mendarat', 'dengan', 'aman']","['barang', 'original', 'kualitas', 'mantap', 'respon', 'seller', 'oke', 'barang', 'mendarat', 'dengan', 'aman']","['barang', 'kualitas', 'mantap', 'respon', 'oke', 'barang', 'mendarat', 'aman']","['barang', 'kualitas', 'mantap', 'respon', 'oke', 'barang', 'darat', 'aman']",barang kualitas mantap respon oke barang darat aman
8 bulan lalu,Cosmos Rice Cooker Harmond CRJ-6028 V - 1.2L,bintang 5,1,nasinya tahan lama 🍚 nasi matang merata 👍,nasinya tahan lama nasi matang merata,"['nasinya', 'tahan', 'lama', 'nasi', 'matang', 'merata']","['nasinya', 'tahan', 'lama', 'nasi', 'matang', 'merata']","['nasinya', 'tahan', 'matang', 'merata']","['nasi', 'tahan', 'matang', 'rata']",nasi tahan matang rata
8 bulan lalu,"Cosmos 16-S088 - Kipas Angin / Fan 3in1 16 inch (Wall, Desk, Stand)",bintang 5,1,"sampai tujuan dengan selamat 👍
pasang nya juga mudah 👍
the best 👍",sampai tujuan dengan selamat pasang nya juga mudah the best,"['sampai', 'tujuan', 'dengan', 'selamat', 'pasang', 'nya', 'juga', 'mudah', 'the', 'best']","['sampai', 'tujuan', 'dengan', 'selamat', 'pasang', 'nya', 'juga', 'mudah', 'the', 'best']","['tujuan', 'selamat', 'nya', 'mudah']","['tuju', 'selamat', 'nya', 'mudah']",tuju selamat nya mudah
8 bulan lalu,Cosmos CB-281 G - Blender 2 L,bintang 5,1,barang ok sesuai deskripsi dan kokoh,barang ok sesuai deskripsi dan kokoh,"['barang', 'ok', 'sesuai', 'deskripsi', 'dan', 'kokoh']","['barang', 'ok', 'sesuai', 'deskripsi', 'dan', 'kokoh']","['barang', 'ok', 'sesuai', 'deskripsi', 'kokoh']","['barang', 'ok', 'sesuai', 'deskripsi', 'kokoh']",barang ok sesuai deskripsi kokoh
8 bulan lalu,Cosmos 16-XDC - Kipas Angin / Stand Fan 16 inch,bintang 5,1,"bagus banget. . .  pengiriman cepat.  br pesan semalem,  skrng udh smpe. ",bagus banget pengiriman cepat br pesan semalem skrng udh smpe,"['bagus', 'banget', 'pengiriman', 'cepat', 'br', 'pesan', 'semalem', 'skrng', 'udh', 'smpe']","['bagus', 'banget', 'pengiriman', 'cepat', 'baru', 'pesan', 'semalem', 'sekarang', 'sudah', 'sampai']","['bagus', 'banget', 'pengiriman', 'cepat', 'pesan', 'semalem']","['bagus', 'banget', 'kirim', 'cepat', 'pesan', 'semalem']",bagus banget kirim cepat pesan semalem
8 bulan lalu,Cosmos CRJ-3307 - Rice Cooker 1.8 L Fabelia series Kucing(Cat),bintang 4,1,belum d coba jangka lama. ,belum coba jangka lama,"['belum', 'coba', 'jangka', 'lama']","['belum', 'coba', 'jangka', 'lama']","['coba', 'jangka']","['coba', 'jangka']",coba jangka
8 bulan lalu,Kipas Angin 12-PDB Electric Fan Twino (Meja dan Dinding),bintang 5,1,gampang dirakit desain elegan udara jadi sejuk proses pesanan cepat packaging aman 🙏 dan semoga awet,gampang dirakit desain elegan udara jadi sejuk proses pesanan cepat packaging aman dan semoga awet,"['gampang', 'dirakit', 'desain', 'elegan', 'udara', 'jadi', 'sejuk', 'proses', 'pesanan', 'cepat', 'packaging', 'aman', 'dan', 'semoga', 'awet']","['gampang', 'dirakit', 'desain', 'elegan', 'udara', 'jadi', 'sejuk', 'proses', 'pesanan', 'cepat', 'packaging', 'aman', 'dan', 'semoga', 'awet']","['gampang', 'dirakit', 'desain', 'elegan', 'udara', 'sejuk', 'proses', 'pesanan', 'cepat', 'packaging', 'aman', 'semoga', 'awet']","['gampang', 'rakit', 'desain', 'elegan', 'udara', 'sejuk', 'proses', 'pesan', 'cepat', 'packaging', 'aman', 'moga', 'awet']",gampang rakit desain elegan udara sejuk proses pesan cepat packaging aman moga awet
8 bulan lalu,Cosmos 16-SN - Kipas Angin / Fan 2in1 16 inch (Stand & Desk),bintang 5,1,"barangnya original,  pemasangannya mudah,  kokoh pastinya gak gampang jatoh atau goyang,  tidak terlalu bising. . . ",barangnya original pemasangannya mudah kokoh pastinya gak gampang jatoh atau goyang tidak terlalu bising,"['barangnya', 'original', 'pemasangannya', 'mudah', 'kokoh', 'pastinya', 'gak', 'gampang', 'jatoh', 'atau', 'goyang', 'tidak', 'terlalu', 'bising']","['barangnya', 'original', 'pemasangannya', 'mudah', 'kokoh', 'pastinya', 'enggak', 'gampang', 'jatuh', 'atau', 'goyang', 'tidak', 'terlalu', 'bising']","['barangnya', 'pemasangannya', 'mudah', 'kokoh', 'pastinya', 'enggak', 'gampang', 'jatuh', 'goyang', 'tidak', 'bising']","['barang', 'pasang', 'mudah', 'kokoh', 'pasti', 'enggak', 'gampang', 'jatuh', 'goyang', 'tidak', 'bising']",barang pasang mudah kokoh pasti enggak gampang jatuh goyang tidak bising
8 bulan lalu,Cosmos CGC-123 P RED - Kompor Portable 1.45 Kg 1 Tungku NEW Looks,bintang 1,0,boxnya pecah dan konpor penyok.  pengiriman sangat lama,boxnya pecah dan konpor penyok pengiriman sangat lama,"['boxnya', 'pecah', 'dan', 'konpor', 'penyok', 'pengiriman', 'sangat', 'lama']","['boxnya', 'pecah', 'dan', 'konpor', 'penyok', 'pengiriman', 'sangat', 'lama']","['boxnya', 'pecah', 'konpor', 'penyok', 'pengiriman']","['boxnya', 'pecah', 'konpor', 'penyok', 'kirim']",boxnya pecah konpor penyok kirim
8 bulan lalu,Cosmos NEW AIR FRYER CAF-6603,bintang 5,1,"mendarat dengan selamat,  ga dibuka dr box krn untuk kado. . . thanks much cosmos 🙏🏻🙏🏻🙏🏻🙏🏻",mendarat dengan selamat ga dibuka dr box krn untuk kado thanks much cosmos,"['mendarat', 'dengan', 'selamat', 'ga', 'dibuka', 'dr', 'box', 'krn', 'untuk', 'kado', 'thanks', 'much', 'cosmos']","['mendarat', 'denenggakn', 'selamat', 'enggak', 'dibuka', 'dari', 'box', 'karena', 'untuk', 'kado', 'thanks', 'much', 'cosmos']","['mendarat', 'denenggakn', 'selamat', 'enggak', 'dibuka', 'kado']","['darat', 'denenggakn', 'selamat', 'enggak', 'buka', 'kado']",darat denenggakn selamat enggak buka kado
8 bulan lalu,Cosmos 16 WFO - Kipas Angin Dinding 16 inch,bintang 5,1,"kipas angin cosmos kupasang pada dinding mushola rumahku,  ruangan jadi lebih segar,  tks. ",kipas angin cosmos kupasang pada dinding mushola rumahku ruangan jadi lebih segar tks,"['kipas', 'angin', 'cosmos', 'kupasang', 'pada', 'dinding', 'mushola', 'rumahku', 'ruangan', 'jadi', 'lebih', 'segar', 'tks']","['kipas', 'angin', 'cosmos', 'kupasang', 'pada', 'dinding', 'mushola', 'rumahku', 'ruangan', 'jadi', 'lebih', 'segar', 'tks']","['kipas', 'angin', 'kupasang', 'dinding', 'mushola', 'rumahku', 'ruangan', 'segar', 'tks']","['kipas', 'angin', 'pasang', 'dinding', 'mushola', 'rumah', 'ruang', 'segar', 'tks']",kipas angin pasang dinding mushola rumah ruang segar tks
8 bulan lalu,Cosmos 12 DAR N - Kipas Angin Meja 12 inch,bintang 5,1,"barang bagus berfungsi dengan baik,  pengiriman cepat.  recommended. ",barang bagus berfungsi dengan baik pengiriman cepat recommended,"['barang', 'bagus', 'berfungsi', 'dengan', 'baik', 'pengiriman', 'cepat', 'recommended']","['barang', 'bagus', 'berfungsi', 'dengan', 'baik', 'pengiriman', 'cepat', 'recommended']","['barang', 'bagus', 'berfungsi', 'pengiriman', 'cepat', 'recommended']","['barang', 'bagus', 'fungsi', 'kirim', 'cepat', 'recommended']",barang bagus fungsi kirim cepat recommended
8 bulan lalu,Cosmos 16-XDC - Kipas Angin / Stand Fan 16 inch,bintang 4,1,bagian kakinya ada patah sayangnya,bagian kakinya ada patah sayangnya,"['bagian', 'kakinya', 'ada', 'patah', 'sayangnya']","['bagian', 'kakinya', 'ada', 'patah', 'sayangnya']","['kakinya', 'patah', 'sayangnya']","['kaki', 'patah', 'sayang']",kaki patah sayang
5 hari lalu,Maspion Mikado Panci Summer DH Tutup Alumunium - Dutch Oven Alumunium,bintang 4,1,"berharap merah datang pink,  but it's ok",berharap merah datang pink but its ok,"['berharap', 'merah', 'datang', 'pink', 'but', 'its', 'ok']","['berharap', 'merah', 'datang', 'pink', 'but', 'its', 'ok']","['berharap', 'merah', 'ok']","['harap', 'merah', 'ok']",harap merah ok
5 hari lalu,Maspion Beta Organiser Case - Tempat Alat Tulis Kantor,bintang 5,1,"warna abu”…di foto warna kream…
barang sesuai deskripsi…pengiriman cepat. . 👍🏻",warna abu di foto warna kream barang sesuai deskripsi pengiriman cepat,"['warna', 'abu', 'di', 'foto', 'warna', 'kream', 'barang', 'sesuai', 'deskripsi', 'pengiriman', 'cepat']","['warna', 'abu', 'di', 'foto', 'warna', 'kream', 'barang', 'sesuai', 'deskripsi', 'pengiriman', 'cepat']","['warna', 'foto', 'warna', 'kream', 'barang', 'sesuai', 'deskripsi', 'pengiriman', 'cepat']","['warna', 'foto', 'warna', 'kream', 'barang', 'sesuai', 'deskripsi', 'kirim', 'cepat']",warna foto warna kream barang sesuai deskripsi kirim cepat
1 minggu lalu,Maspion Tower Fan TF-04 S,bintang 5,1,cakepp. . .  berfungsi dengan baik. . . ,cakepp berfungsi dengan baik,"['cakepp', 'berfungsi', 'dengan', 'baik']","['cakep', 'berfungsi', 'dengan', 'baik']","['cakep', 'berfungsi']","['cakep', 'fungsi']",cakep fungsi
1 minggu lalu,Maspion Setrika EX-1010 Blackberry (Hitam),bintang 5,1,"barangnya original ada garansi juga,  mudah digunakan pengiriman aman. ",barangnya original ada garansi juga mudah digunakan pengiriman aman,"['barangnya', 'original', 'ada', 'garansi', 'juga', 'mudah', 'digunakan', 'pengiriman', 'aman']","['barangnya', 'original', 'ada', 'garansi', 'juga', 'mudah', 'digunakan', 'pengiriman', 'aman']","['barangnya', 'garansi', 'mudah', 'pengiriman', 'aman']","['barang', 'garansi', 'mudah', 'kirim', 'aman']",barang garansi mudah kirim aman
1 minggu lalu,Maspion Desk Fan 12 Inch EF-30 P2,bintang 5,1,bagus adem,bagus adem,"['bagus', 'adem']","['bagus', 'adem']","['bagus', 'adem']","['bagus', 'adem']",bagus adem
1 minggu lalu,Maspion Blender + Mill Dry + Wet Mill MT-1263GL,bintang 5,1,"mantep,  bahan nya tebel",mantep bahan nya tebel,"['mantep', 'bahan', 'nya', 'tebel']","['mantap', 'bahan', 'nya', 'tebal']","['mantap', 'nya', 'tebal']","['mantap', 'nya', 'tebal']",mantap nya tebal
1 minggu lalu,Maspion Setrika EX-1010 Blackberry (Hitam),bintang 3,0,indikator lampunya ga bisa dipasang krn pengaitnya pecah satu.  yah ada harga ada kualitas,indikator lampunya ga bisa dipasang krn pengaitnya pecah satu yah ada harga ada kualitas,"['indikator', 'lampunya', 'ga', 'bisa', 'dipasang', 'krn', 'pengaitnya', 'pecah', 'satu', 'yah', 'ada', 'harga', 'ada', 'kualitas']","['indikator', 'lampunya', 'enggak', 'bisa', 'dipasang', 'karena', 'penenggakitnya', 'pecah', 'satu', 'ya', 'ada', 'harenggak', 'ada', 'kualitas']","['indikator', 'lampunya', 'enggak', 'dipasang', 'penenggakitnya', 'pecah', 'harenggak', 'kualitas']","['indikator', 'lampu', 'enggak', 'pasang', 'penenggakitnya', 'pecah', 'harenggak', 'kualitas']",indikator lampu enggak pasang penenggakitnya pecah harenggak kualitas
1 minggu lalu,Maspion Setrika HA 370,bintang 5,1,barang nya ok cmn packing nya kurang,barang nya ok cmn packing nya kurang,"['barang', 'nya', 'ok', 'cmn', 'packing', 'nya', 'kurang']","['barang', 'nya', 'ok', 'cuman', 'packing', 'nya', 'kurang']","['barang', 'nya', 'ok', 'cuman', 'packing', 'nya']","['barang', 'nya', 'ok', 'cuman', 'packing', 'nya']",barang nya ok cuman packing nya
1 minggu lalu,MASPION MAGIC COM RICE COOKER MRJ 0623 BSSS (0.6L),bintang 5,1,"harga bersaing
kwalitas tak tersaingi",harga bersaing kwalitas tak tersaingi,"['harga', 'bersaing', 'kwalitas', 'tak', 'tersaingi']","['harga', 'bersaing', 'kwalitas', 'tak', 'tersaingi']","['harga', 'bersaing', 'kwalitas', 'tersaingi']","['harga', 'saing', 'kwalitas', 'saing']",harga saing kwalitas saing
1 minggu lalu,Maspion Setrika EX-1010 Blackberry (Hitam),bintang 5,1,"barang tidak mengecewakan, luar biasa",barang tidak mengecewakan luar biasa,"['barang', 'tidak', 'mengecewakan', 'luar', 'biasa']","['barang', 'tidak', 'mengecewakan', 'luar', 'biasa']","['barang', 'tidak', 'mengecewakan']","['barang', 'tidak', 'kecewa']",barang tidak kecewa
1 minggu lalu,Maspion Desk Fan 6 Inch HF-606,bintang 4,1,"ternyata kipas nya kecil banget di kirain besar tapi lumayan kenceng , hanya ada 1 kali pencet annya dan tdk bisa diatur besar kecilnya putaran kipas, smoga awet",ternyata kipas nya kecil banget di kirain besar tapi lumayan kenceng hanya ada kali pencet annya dan tdk bisa diatur besar kecilnya putaran kipas smoga awet,"['ternyata', 'kipas', 'nya', 'kecil', 'banget', 'di', 'kirain', 'besar', 'tapi', 'lumayan', 'kenceng', 'hanya', 'ada', 'kali', 'pencet', 'annya', 'dan', 'tdk', 'bisa', 'diatur', 'besar', 'kecilnya', 'putaran', 'kipas', 'smoga', 'awet']","['ternyata', 'kipas', 'nya', 'kecil', 'banget', 'di', 'mengira', 'besar', 'tapi', 'lumayan', 'kencang', 'hanya', 'ada', 'kali', 'pencet', 'annya', 'dan', 'tidak', 'bisa', 'diatur', 'besar', 'kecilnya', 'putaran', 'kipas', 'semoga', 'awet']","['kipas', 'nya', 'banget', 'lumayan', 'kencang', 'pencet', 'annya', 'tidak', 'diatur', 'kecilnya', 'putaran', 'kipas', 'semoga', 'awet']","['kipas', 'nya', 'banget', 'lumayan', 'kencang', 'pencet', 'annya', 'tidak', 'atur', 'kecil', 'putar', 'kipas', 'moga', 'awet']",kipas nya banget lumayan kencang pencet annya tidak atur kecil putar kipas moga awet
1 minggu lalu,Maspion Logam Jawa Panci Fitri  - Saucepan Alumunium,bintang 5,1,material produk bagus ukuran produk sesuai produk original kualitas produk bagus,material produk bagus ukuran produk sesuai produk original kualitas produk bagus,"['material', 'produk', 'bagus', 'ukuran', 'produk', 'sesuai', 'produk', 'original', 'kualitas', 'produk', 'bagus']","['material', 'produk', 'bagus', 'ukuran', 'produk', 'sesuai', 'produk', 'original', 'kualitas', 'produk', 'bagus']","['produk', 'bagus', 'ukuran', 'produk', 'sesuai', 'produk', 'kualitas', 'produk', 'bagus']","['produk', 'bagus', 'ukur', 'produk', 'sesuai', 'produk', 'kualitas', 'produk', 'bagus']",produk bagus ukur produk sesuai produk kualitas produk bagus
1 minggu lalu,Maspion UCHIDA Dispenser EX-18 PAS (Putih-Biru),bintang 5,1,"pengirman cepat, barang sesuai, kualitas bagus dan harga juga murah. .   mantaaaappp
panas nya mantaaappp sampai 95°c",pengirman cepat barang sesuai kualitas bagus dan harga juga murah mantaaaappp panas nya mantaaappp sampai,"['pengirman', 'cepat', 'barang', 'sesuai', 'kualitas', 'bagus', 'dan', 'harga', 'juga', 'murah', 'mantaaaappp', 'panas', 'nya', 'mantaaappp', 'sampai']","['pengirman', 'cepat', 'barang', 'sesuai', 'kualitas', 'bagus', 'dan', 'harga', 'juga', 'murah', 'mantaaaappp', 'panas', 'nya', 'mantaaappp', 'sampai']","['pengirman', 'cepat', 'barang', 'sesuai', 'kualitas', 'bagus', 'harga', 'murah', 'mantaaaappp', 'panas', 'nya', 'mantaaappp']","['pengirman', 'cepat', 'barang', 'sesuai', 'kualitas', 'bagus', 'harga', 'murah', 'mantaaaappp', 'panas', 'nya', 'mantaaappp']",pengirman cepat barang sesuai kualitas bagus harga murah mantaaaappp panas nya mantaaappp
1 minggu lalu,Maspion Wajan 40 cm with Tempura Rack - Penggorengan Stainless Steel,bintang 5,1,langsung di pakai ga pake lengket,langsung di pakai ga pake lengket,"['langsung', 'di', 'pakai', 'ga', 'pake', 'lengket']","['langsung', 'di', 'pakai', 'enggak', 'pakai', 'lengket']","['langsung', 'pakai', 'enggak', 'pakai', 'lengket']","['langsung', 'pakai', 'enggak', 'pakai', 'lengket']",langsung pakai enggak pakai lengket
1 minggu lalu,Maspion Stand Fan 16 Inch F - 412 S,bintang 5,1,joss tenan,joss tenan,"['joss', 'tenan']","['joss', 'tenan']",['tenan'],['tenan'],tenan
1 minggu lalu,MASPION AUTOMATIC IRON SETRIKA HA-390,bintang 5,1,"barang sudah sampai dengan selamat, blm saya coba mudah2an bekerja dengan smestinya dan awet🙏",barang sudah sampai dengan selamat blm saya coba mudahan bekerja dengan smestinya dan awet,"['barang', 'sudah', 'sampai', 'dengan', 'selamat', 'blm', 'saya', 'coba', 'mudahan', 'bekerja', 'dengan', 'smestinya', 'dan', 'awet']","['barang', 'sudah', 'sampai', 'dengan', 'selamat', 'belum', 'saya', 'coba', 'mudahan', 'bekerja', 'dengan', 'smestinya', 'dan', 'awet']","['barang', 'selamat', 'coba', 'mudahan', 'smestinya', 'awet']","['barang', 'selamat', 'coba', 'mudah', 'smestinya', 'awet']",barang selamat coba mudah smestinya awet
