Tanggal,Produk,Rating,Ulasan,Label,Cleaning
6 bulan lalu,Cosmos 16 SKM - Kipas Angin Berdiri 16 inch,bintang 5,"cepat sampai,  proses cepat,  barang bagus",1,cepat sampai proses cepat barang bagus
6 bulan lalu,Cosmos Rice Cooker Stainless steel CRJ 9368 2l,bintang 2,"pengiriman sdh bayar next day,  aktualnya 3 hari",0,pengiriman sdh bayar next day aktualnya hari
7 bulan lalu,Cosmos Standing  Fan 16 SAE  ( 16 INCH),bintang 5,kenapa pesan dikirimnya 24 jam kemudian yaak?,1,kenapa pesan dikirimnya jam kemudian yaak
7 bulan lalu,Cosmos CTL-210 - Ketel Elektrik 1.2 L BLACK,bintang 5,kualitas bagus sudah di coba 👍🏻,1,kualitas bagus sudah di coba
7 bulan lalu,Cosmos CRJ-3307 - Rice Cooker 1.8 L Fabelia series Koala,bintang 5,alhamdulillah barang bagus,1,alhamdulillah barang bagus
7 bulan lalu,Cosmos Trinity CB-190 - Blender 1.5 L,bintang 5,good,1,good
7 bulan lalu,Cosmos Blenz CB-802 - Blender 1.2 L,bintang 5,barang bagus . . . .  semoga awet . . . . ,1,barang bagus semoga awet
7 bulan lalu,Cosmos CRJ-323SWG - Rice Cooker 1.8 L (Low Watt),bintang 3,sendok nasi tidak bisa masuk kaitannya tidak sesuai,0,sendok nasi tidak bisa masuk kaitannya tidak sesuai
7 bulan lalu,Cosmos CO-9918 - Oven 18 L,bintang 4,"barangnya original 👍 packaging rapi proses pesanan cepat desainnya elegan ✨ gampang dipakai,  tapi panasnya kurang mantap ya",1,barangnya original packaging rapi proses pesanan cepat desainnya elegan gampang dipakai tapi panasnya kurang mantap ya
7 bulan lalu,Cosmos 16-SDB - Kipas Angin / Stand Fan 16 inch,bintang 5,"barang original dan bagus bgt
sangat puas",1,barang original dan bagus bgt sangat puas
7 bulan lalu,Cosmos Setrika Uap Ceramic Soleplate CI-4910 C,bintang 5,"pengirimannya sangat cepat,  baru beli kemarin. .  hari ini sdh sampai barangnya.  kualitas barang jg oke. . ",1,pengirimannya sangat cepat baru beli kemarin hari ini sdh sampai barangnya kualitas barang jg oke
7 bulan lalu,Cosmos ELECTRIC FAN WIF-1803 PSR,bintang 5,packaging rapi & aman produk sesuai deskripsi kualitas produk bagus,1,packaging rapi aman produk sesuai deskripsi kualitas produk bagus
7 bulan lalu,Cosmos Setrika Listrik CI-3110 C,bintang 5,sesuai deskripsi. . packing aman,1,sesuai deskripsi packing aman
7 bulan lalu,Cosmos ELECTRIC FAN WIF-1803 S,bintang 5,baranf ori dan aman 👍🏻,1,baranf ori dan aman
7 bulan lalu,Cosmos CRJ-3307 - Rice Cooker 1.8 L Fabelia series Koala,bintang 5,"barang ori ,  bagus",1,barang ori bagus
7 bulan lalu,Cosmos Setrika Non Stick Soleplate CI-3120 N,bintang 5,. . . . ,1,
7 bulan lalu,Cosmos ELECTRIC FAN WIF-1803 PSR,bintang 5,packaging rapi & aman,1,packaging rapi aman
7 bulan lalu,Cosmos 12-DWF - Kipas Angin / Wall Fan 12 inch,bintang 5,mantap,1,mantap
7 bulan lalu,Cosmos 16-WFG - Wall Fan - 16 Inch,bintang 5,kipas berfungsi dengan baik. ,1,kipas berfungsi dengan baik
7 bulan lalu,Cosmos 16-WFG - Wall Fan - 16 Inch,bintang 3,"pesan pake instan, dikirimnya besok,  dan lama pula, percuma pake instan kalo gini",0,pesan pake instan dikirimnya besok dan lama pula percuma pake instan kalo gini
7 bulan lalu,Cosmos 16 WFO - Kipas Angin Dinding 16 inch,bintang 5,mantabs. . .  anginnya kencang 👍,1,mantabs anginnya kencang
7 bulan lalu,Cosmos CRJ-3255 free gimmick,bintang 5,nasi matang merata 👍,1,nasi matang merata
7 bulan lalu,Cosmos Rice Cooker Non Stick CRJ-8228 W - 2.0L,bintang 5,"bagus,  desain bagus,  memasak dengan sempurna",1,bagus desain bagus memasak dengan sempurna
7 bulan lalu,Cosmos Setrika Non Stick Soleplate CI-3130 N,bintang 3,proses lama,0,proses lama
7 bulan lalu,Cosmos CGS-123 P BROWN - Kompor Portable 1.45 Kg 1 Tungku NEW Looks,bintang 5,mantep,1,mantep
7 bulan lalu,Cosmos 12-DAR N ONY - Kipas Angin Meja 12 inch,bintang 5,"proses cepet barang nggak ada kendala, terima kasih",1,proses cepet barang nggak ada kendala terima kasih
7 bulan lalu,Cosmos 16-WFG - Wall Fan - 16 Inch,bintang 5,mantab,1,mantab
7 bulan lalu,Cosmos CRJ-3307 - Rice Cooker 1.8 L Fabelia series Kucing(Cat),bintang 5,"alhamdulillah barang sampai tepat waktu,  packing aman lapis bubble wrap. . 
terima kasih",1,alhamdulillah barang sampai tepat waktu packing aman lapis bubble wrap terima kasih
7 bulan lalu,Cosmos CFP 20 R - Frying Pan 20 cm - Non Stick Royale,bintang 5,barang sudah di terima dg baik. . ,1,barang sudah di terima dg baik
7 bulan lalu,Cosmos Harmond CRJ-6601 - Rice Cooker 0.8 L (Black/White),bintang 5,barang ori. . . blm di coba seh krn msh pake yg lama semoga awet,1,barang ori blm di coba seh krn msh pake yg lama semoga awet
7 bulan lalu,Hand Mixer COSMIC CM-1259 (Cosmos Mixer with Container),bintang 4,barangnya original 👍,1,barangnya original
7 bulan lalu,Cosmos Ketel Listrik CTL-618N -1.2L,bintang 5,produk sesuai pesanan dan berfungsi dg baik tp sayang tutupnya agak longgar. ,1,produk sesuai pesanan dan berfungsi dg baik tp sayang tutupnya agak longgar
7 bulan lalu,Cosmos CM-1679 - Hand Mixer,bintang 5,mantap barang sampai dengan aman,1,mantap barang sampai dengan aman
8 bulan lalu,Cosmos Rice Cooker Stainless steel CRJ 9368  2l,bintang 5,bagus banget,1,bagus banget
8 bulan lalu,Cosmos 12-BFE ONY - Box Fan 12 inch with Mosquito Repellent,bintang 3,belum ada sebulan udah mati aja,0,belum ada sebulan udah mati aja
8 bulan lalu,Cosmos CB-171 P - Blender 1 L,bintang 5,asli bagus banget. . .  murah dan packing nya aman sekali next order lagi. .  makasih seller,1,asli bagus banget murah dan packing nya aman sekali next order lagi makasih seller
8 bulan lalu,Cosmos 16 SBI - Kipas Angin 2in1 16 inch (Stand & Desk),bintang 5,belum coba.  semoga ok,1,belum coba semoga ok
8 bulan lalu,Cosmos 16-WFG - Wall Fan - 16 Inch,bintang 5,semoga awet dan baik terus,1,semoga awet dan baik terus
8 bulan lalu,Cosmos CB-281 P - Blender 2 L,bintang 5,"pengiriman ok dan murah,  makasi ya sorry foto beda tpi ok kok",1,pengiriman ok dan murah makasi ya sorry foto beda tpi ok kok
8 bulan lalu,Cosmos CB-171 P - Blender 1 L,bintang 5,blender nya baguss.  beefungsi dengan baik.  udah lama sih belinya  tapi baru buat review an nya,1,blender nya baguss beefungsi dengan baik udah lama sih belinya tapi baru buat review an nya
8 bulan lalu,Cosmos 16-XDC - Ilmukelapa,bintang 5,"admin responsif dan,  barang datang lengkap,  kondisi jg ok",1,admin responsif dan barang datang lengkap kondisi jg ok
8 bulan lalu,Cosmos CB-281 P - Blender 2 L,bintang 5,"sesuai deskripsi,  dan mudah dioperasikan.  tanks",1,sesuai deskripsi dan mudah dioperasikan tanks
8 bulan lalu,Cosmos CTL-210 - Ketel Elektrik 1.2 L BLACK,bintang 5,"alhamdulillah. 
mantabs. . . 
terima kasih juragan 🙏",1,alhamdulillah mantabs terima kasih juragan
8 bulan lalu,Cosmos CRJ-3307 - Rice Cooker 1.8 L Fabelia series Kucing(Cat),bintang 5,sesuai & semoga awet 👍👍,1,sesuai semoga awet
8 bulan lalu,Cosmos CRJ-101 N - Rice Cooker 0.6 L,bintang 5,packagingnya rapih dan brgnya smpai dgn aman walau ada sedikit penyok (ga trlalu keliatan).  sdh lgsg dicoba dan sejauh ini rice cooker berfungsi dgn baik 👍👍,1,packagingnya rapih dan brgnya smpai dgn aman walau ada sedikit penyok ga trlalu keliatan sdh lgsg dicoba dan sejauh ini rice cooker berfungsi dgn baik
8 bulan lalu,Cosmos CTL-211 - Ketel Elektrik 0.8 L,bintang 5,mantapppp,1,mantapppp
8 bulan lalu,Cosmos CB-171 P - Blender 1 L,bintang 5,"terima kasih sebelumnya,  barang telah tiba dengan baik dan kurir semoga di karuniai sehat dan rezeki yang banyak. . . amin",1,terima kasih sebelumnya barang telah tiba dengan baik dan kurir semoga di karuniai sehat dan rezeki yang banyak amin
8 bulan lalu,"Cosmos 16-S088 - Kipas Angin / Fan 3in1 16 inch (Wall, Desk, Stand)",bintang 1,"pelayanan tidak sesuai tulisan di gambar (tentang manfaat belanja di official store). 
pakai jasa instan,  belanja 06. 44 jam 17. 00 kurang dikit barang baru nyampe (instan r. . .  ",0,pelayanan tidak sesuai tulisan di gambar tentang manfaat belanja di official store pakai jasa instan belanja jam kurang dikit barang baru nyampe instan
8 bulan lalu,"Cosmos WADESTA 16-S033 ONY - Kipas Angin 3in1-16 inch Wall,Desk,Stand",bintang 5,barang original semua berfungsi dengan baik mudah mudahan awet ya,1,barang original semua berfungsi dengan baik mudah mudahan awet ya
8 bulan lalu,Cosmos Harmond CRJ-6023 N - Rice Cooker 2 L,bintang 5,"barang original,  kualitas mantap,  respon seller oke,  barang mendarat dengan aman",1,barang original kualitas mantap respon seller oke barang mendarat dengan aman
8 bulan lalu,Cosmos Rice Cooker Harmond CRJ-6028 V - 1.2L,bintang 5,nasinya tahan lama 🍚 nasi matang merata 👍,1,nasinya tahan lama nasi matang merata
8 bulan lalu,"Cosmos 16-S088 - Kipas Angin / Fan 3in1 16 inch (Wall, Desk, Stand)",bintang 5,"sampai tujuan dengan selamat 👍
pasang nya juga mudah 👍
the best 👍",1,sampai tujuan dengan selamat pasang nya juga mudah the best
8 bulan lalu,Cosmos CB-281 G - Blender 2 L,bintang 5,barang ok sesuai deskripsi dan kokoh,1,barang ok sesuai deskripsi dan kokoh
8 bulan lalu,Cosmos 16-XDC - Kipas Angin / Stand Fan 16 inch,bintang 5,"bagus banget. . .  pengiriman cepat.  br pesan semalem,  skrng udh smpe. ",1,bagus banget pengiriman cepat br pesan semalem skrng udh smpe
8 bulan lalu,Cosmos FP-300 - Food Processor 300 ml,bintang 5,barangnya bagus. . ,1,barangnya bagus
8 bulan lalu,Cosmos CRJ-3307 - Rice Cooker 1.8 L Fabelia series Kucing(Cat),bintang 4,belum d coba jangka lama. ,1,belum coba jangka lama
8 bulan lalu,Kipas Angin 12-PDB Electric Fan Twino (Meja dan Dinding),bintang 5,gampang dirakit desain elegan udara jadi sejuk proses pesanan cepat packaging aman 🙏 dan semoga awet,1,gampang dirakit desain elegan udara jadi sejuk proses pesanan cepat packaging aman dan semoga awet
8 bulan lalu,Cosmos 16-SN - Kipas Angin / Fan 2in1 16 inch (Stand & Desk),bintang 5,"barangnya original,  pemasangannya mudah,  kokoh pastinya gak gampang jatoh atau goyang,  tidak terlalu bising. . . ",1,barangnya original pemasangannya mudah kokoh pastinya gak gampang jatoh atau goyang tidak terlalu bising
8 bulan lalu,Cosmos CGC-123 P RED - Kompor Portable 1.45 Kg 1 Tungku NEW Looks,bintang 1,boxnya pecah dan konpor penyok.  pengiriman sangat lama,0,boxnya pecah dan konpor penyok pengiriman sangat lama
8 bulan lalu,Cosmos NEW AIR FRYER CAF-6603,bintang 5,"mendarat dengan selamat,  ga dibuka dr box krn untuk kado. . . thanks much cosmos 🙏🏻🙏🏻🙏🏻🙏🏻",1,mendarat dengan selamat ga dibuka dr box krn untuk kado thanks much cosmos
8 bulan lalu,WADESTA BESI SIF-1804 S,bintang 5,"barang bagus, original, berfungsi semua",1,barang bagus original berfungsi semua
8 bulan lalu,Cosmos 16 WFO - Kipas Angin Dinding 16 inch,bintang 5,"kipas angin cosmos kupasang pada dinding mushola rumahku,  ruangan jadi lebih segar,  tks. ",1,kipas angin cosmos kupasang pada dinding mushola rumahku ruangan jadi lebih segar tks
8 bulan lalu,Cosmos 12 DAR N - Kipas Angin Meja 12 inch,bintang 5,"barang bagus berfungsi dengan baik,  pengiriman cepat.  recommended. ",1,barang bagus berfungsi dengan baik pengiriman cepat recommended
8 bulan lalu,Cosmos 16-XDC - Kipas Angin / Stand Fan 16 inch,bintang 4,bagian kakinya ada patah sayangnya,1,bagian kakinya ada patah sayangnya
5 hari lalu,Maspion Mikado Panci Summer DH Tutup Alumunium - Dutch Oven Alumunium,bintang 4,"berharap merah datang pink,  but it's ok",1,berharap merah datang pink but its ok
5 hari lalu,Maspion Beta Organiser Case - Tempat Alat Tulis Kantor,bintang 5,"warna abu”…di foto warna kream…
barang sesuai deskripsi…pengiriman cepat. . 👍🏻",1,warna abu di foto warna kream barang sesuai deskripsi pengiriman cepat
1 minggu lalu,Maspion Wajan 40 cm with Tempura Rack - Penggorengan Stainless Steel,bintang 3,ok,0,ok
1 minggu lalu,Maspion Tower Fan TF-04 S,bintang 5,cakepp. . .  berfungsi dengan baik. . . ,1,cakepp berfungsi dengan baik
1 minggu lalu,Maspion Stand Fan 16 Inch F - 412 S,bintang 5,ok,1,ok
1 minggu lalu,Maspion Setrika EX-1010 Blackberry (Hitam),bintang 5,"barangnya original ada garansi juga,  mudah digunakan pengiriman aman. ",1,barangnya original ada garansi juga mudah digunakan pengiriman aman
1 minggu lalu,Maspion Kompor Gas MKG 201 SSHF (STAINLESS STEEL HYPER FLAME),bintang 5,sudah pasti original,1,sudah pasti original
1 minggu lalu,Maspion Desk Fan 12 Inch EF-30 P2,bintang 5,bagus adem,1,bagus adem
1 minggu lalu,Maspion Blender + Mill Dry + Wet Mill MT-1263GL,bintang 5,"mantep,  bahan nya tebel",1,mantep bahan nya tebel
1 minggu lalu,Maspion Setrika EX-1010 Blackberry (Hitam),bintang 3,indikator lampunya ga bisa dipasang krn pengaitnya pecah satu.  yah ada harga ada kualitas,0,indikator lampunya ga bisa dipasang krn pengaitnya pecah satu yah ada harga ada kualitas
1 minggu lalu,Maspion Setrika HA 370,bintang 5,barang nya ok cmn packing nya kurang,1,barang nya ok cmn packing nya kurang
1 minggu lalu,MASPION MAGIC COM RICE COOKER MRJ 0623 BSSS (0.6L),bintang 5,"harga bersaing
kwalitas tak tersaingi",1,harga bersaing kwalitas tak tersaingi
1 minggu lalu,Maspion Setrika EX-1010 Blackberry (Hitam),bintang 5,"barang tidak mengecewakan, luar biasa",1,barang tidak mengecewakan luar biasa
1 minggu lalu,Maspion Desk Fan 6 Inch HF-606,bintang 4,"ternyata kipas nya kecil banget di kirain besar tapi lumayan kenceng , hanya ada 1 kali pencet annya dan tdk bisa diatur besar kecilnya putaran kipas, smoga awet",1,ternyata kipas nya kecil banget di kirain besar tapi lumayan kenceng hanya ada kali pencet annya dan tdk bisa diatur besar kecilnya putaran kipas smoga awet
1 minggu lalu,Maspion Logam Jawa Panci Fitri  - Saucepan Alumunium,bintang 5,material produk bagus ukuran produk sesuai produk original kualitas produk bagus,1,material produk bagus ukuran produk sesuai produk original kualitas produk bagus
1 minggu lalu,Maspion UCHIDA Dispenser EX-18 PAS (Putih-Biru),bintang 5,"pengirman cepat, barang sesuai, kualitas bagus dan harga juga murah. .   mantaaaappp
panas nya mantaaappp sampai 95°c",1,pengirman cepat barang sesuai kualitas bagus dan harga juga murah mantaaaappp panas nya mantaaappp sampai
1 minggu lalu,Maspion Wajan 40 cm with Tempura Rack - Penggorengan Stainless Steel,bintang 5,langsung di pakai ga pake lengket,1,langsung di pakai ga pake lengket
1 minggu lalu,Maspion Panda Aster Wok 30 Cm + Tempura - Wajan Stainless Steel,bintang 5,langsung di pakai ga pake lengket,1,langsung di pakai ga pake lengket
1 minggu lalu,Maspion Kompor Listrik S - 302,bintang 5,sesuai pesanan,1,sesuai pesanan
1 minggu lalu,Maspion Stand Fan 16 Inch F - 412 S,bintang 5,joss tenan,1,joss tenan
1 minggu lalu,MASPION AUTOMATIC IRON SETRIKA HA-390,bintang 5,"barang sudah sampai dengan selamat, blm saya coba mudah2an bekerja dengan smestinya dan awet🙏",1,barang sudah sampai dengan selamat blm saya coba mudahan bekerja dengan smestinya dan awet
2 minggu lalu,Maspion Cooling Fan CF-204,bintang 5,"paket sesuai. . garansi resmi. . bahan kokoh, solid, berat. . . sudah ada kabelnya/tinggal colok listrik&mutar normal. ",1,paket sesuai garansi resmi bahan kokoh solid berat sudah ada kabelnyatinggal colok listrikmutar normal
2 minggu lalu,Maspion Kotak serba guna kotak Perkakas - multi purpose Toolbox 2315,bintang 5,barang bagus sesuai dengan keinginan,1,barang bagus sesuai dengan keinginan
2 minggu lalu,Maspion Dusbin Pedal - Tempat Sampah Stainless Steel,bintang 5,recomended,1,recomended
2 minggu lalu,Maspion Panci Kukusan Kenyo Kitty Colan 18 cm Aluminium,bintang 5,"kwualitas product bgs, ada penyok dibgn bwh panci tp tdk mengurangi fungsix",1,kwualitas product bgs ada penyok dibgn bwh panci tp tdk mengurangi fungsix
2 minggu lalu,Maspion Rice Com MRJ-0623 GRBF,bintang 5,"packing baik,  bergaransi.  baru dicoba sekali.  hasil lumayan,  ga gosong cuma agak kering di bawah.  penghangat aman. ",1,packing baik bergaransi baru dicoba sekali hasil lumayan ga gosong cuma agak kering di bawah penghangat aman
2 minggu lalu,"Maspion Wall Fan 16"" MWF-41K",bintang 5,responsif. . . ,1,responsif
2 minggu lalu,Maspion Mikado Areum Wok 20 cm - Wajan Alumunium,bintang 5,bagus bisa buat numis2 ga lengket,1,bagus bisa buat numis ga lengket
2 minggu lalu,Maspion Maslon Frypan Set Fancy 18/23 cm NonStick - Wajan Anti Lengket,bintang 2,"wajannya lengket,  gampang gosong jadinya cepet ngeletek",0,wajannya lengket gampang gosong jadinya cepet ngeletek
2 minggu lalu,Maspion Saucepan Hello Panda 18 cm with Glass Cover - Panci Enamel,bintang 5,material produk bagus,1,material produk bagus
2 minggu lalu,Maspion Setrika EX-1010 Blackberry (Hitam),bintang 5,oke cepet jg sampenya,1,oke cepet jg sampenya
2 minggu lalu,Maspion Wall Cabinet /Rak Kaca Kamar Mandi MC 05,bintang 5,rumah rapi dan nyaman material produk bagus rekomen 👍🏻 produk sesuai,1,rumah rapi dan nyaman material produk bagus rekomen produk sesuai
2 minggu lalu,Maspion Tatakan Tabung Gas Elpiji Serbaguna Plus Tali,bintang 5,"bagus kuat berfungsi dg baik,  rekomendasi",1,bagus kuat berfungsi dg baik rekomendasi
2 minggu lalu,Maspion Blender MT-1213,bintang 4,"beli tipe ini 10 tahun yll masih bagus smp sekarang,  hanya karetnya yang harus diganti.  

semoga yg ini kualitasnya masih sama",1,beli tipe ini tahun yll masih bagus smp sekarang hanya karetnya yang harus diganti semoga yg ini kualitasnya masih sama
2 minggu lalu,Maspion Alas Baca Al Quran/Alas Buku - Stand Book,bintang 2,"biasa,  
dikira akan sebagus  produk maspion lainn seperti biasanya. ",0,biasa dikira akan sebagus produk maspion lainn seperti biasanya
2 minggu lalu,Maspion Tatakan Setrika Plastik,bintang 1,jelek bgt kualitasnya bisa pecah gitu. . padahal beli di official store,0,jelek bgt kualitasnya bisa pecah gitu padahal beli di official store
2 minggu lalu,Maspion Rice Com MRJ-0622 RDJM,bintang 5,"barang sudah d terima, sudah d coba juga semoga awet",1,barang sudah terima sudah coba juga semoga awet
2 minggu lalu,Maspion Tatakan Tabung Gas Elpiji Serbaguna Plus Tali,bintang 5,bagus kerennn,1,bagus kerennn
2 minggu lalu,Maspion Setrika HA - 110,bintang 1,barang tidak sampe. . kurir j&t,0,barang tidak sampe kurir jt
2 minggu lalu,"Maspion Teko Jazzy 2,5 liter - Alumunium Anodize Whistle Kettle",bintang 5,"rekommended seller,  respon cepat,  packing rapih,  dan barang sesuai deskripsi. . . . ",1,rekommended seller respon cepat packing rapih dan barang sesuai deskripsi
2 minggu lalu,Maspion Maslon Frypan Set Fancy 18/23 cm NonStick - Wajan Anti Lengket,bintang 5,"pengiriman cepet,  aman,  wajan cukup oke",1,pengiriman cepet aman wajan cukup oke
3 minggu lalu,Maspion Setrika HA - 110,bintang 5,"ada sedikit cacat di bagian moncongnya,  apakah.  bis di retur ulang",1,ada sedikit cacat di bagian moncongnya apakah bis di retur ulang
3 minggu lalu,Maspion Setrika HA-365 Hijab Series,bintang 4,"ceramic coating nya pada bagian ujung terkelupas. . .  
ya untungnya diskon. . . ",1,ceramic coating nya pada bagian ujung terkelupas ya untungnya diskon
3 minggu lalu,"Maspion Desk Fan 10"" PW-1001D",bintang 5,"alhamdulillah,  paket sudah diterima dengan baik terimakasih. ",1,alhamdulillah paket sudah diterima dengan baik terimakasih
3 minggu lalu,Maspion Exhaust Fan MV-300 NEX,bintang 5,sesuai diskripsi & pengiriman cepat,1,sesuai diskripsi pengiriman cepat
3 minggu lalu,Maspion Food Chopper MFC-201AP,bintang 5,"kompliyt,  sesuai semua.  semoga awet 🤲🏼",1,kompliyt sesuai semua semoga awet
