Tanggal,Produk,Ulasan,Cleaning,Tokenizing,Normalisasi
2 bulan lalu,Cosmos CB-282 G - Blender 2 L,"tiba tepat waktu,  semuanya dalam keadaan baik dan lengkap,  pengepakan juga sangat baik.  belum dicoba sih,  tapi saya percaya produk cosmos baik adanya. ",tiba tepat waktu semuanya dalam keadaan baik dan lengkap pengepakan juga sangat baik belum dicoba sih tapi saya percaya produk cosmos baik adanya ,"['tiba', 'tepat', 'waktu', 'semuanya', 'dalam', 'keadaan', 'baik', 'dan', 'lengkap', 'pengepakan', 'juga', 'sangat', 'baik', 'belum', 'dicoba', 'sih', 'tapi', 'saya', 'percaya', 'produk', 'cosmos', 'baik', 'adanya', '']","['tiba', 'tepat', 'waktu', 'semuanya', 'dalam', 'keadaan', 'baik', 'dan', 'lengkap', 'pengepakan', 'juga', 'sangat', 'baik', 'belum', 'dicoba', 'sih', 'tapi', 'saya', 'percaya', 'produk', 'cosmos', 'baik', 'adanya', '']"
2 bulan lalu,Cosmos CRJ-1803 - Rice Cooker 1.2 L,mantappp,mantappp,['mantappp'],['mantap']
2 bulan lalu,Cosmos CGS-123 P BROWN - Kompor Portable 1.45 Kg 1 Tungku NEW Looks,keren banget asliiii,keren banget asliiii,"['keren', 'banget', 'asliiii']","['keren', 'banget', 'asli']"
2 bulan lalu,Cosmos Food Processor FP-323 KUBA NEW PRODUK,blm dicoba. . semoga awet,blm dicoba semoga awet,"['blm', 'dicoba', 'semoga', 'awet']","['belum', 'dicoba', 'semoga', 'awet']"
2 bulan lalu,Cosmos CO-9909 B - Oven 9 L,bagus,bagus,['bagus'],['bagus']
2 bulan lalu,Cosmos 16-WFG - Wall Fan - 16 Inch,mantaplah,mantaplah,['mantaplah'],['mantaplah']
2 bulan lalu,Cosmos Rice Cooker Harmond CRJ-6028 V - 1.2L,nasi matang merata 👍 proses pesanan cepat packaging aman 🙏,nasi matang merata proses pesanan cepat packaging aman ,"['nasi', 'matang', 'merata', 'proses', 'pesanan', 'cepat', 'packaging', 'aman', '']","['nasi', 'matang', 'merata', 'proses', 'pesanan', 'cepat', 'packaging', 'aman', '']"
2 bulan lalu,Cosmos CRJ-101 N - Rice Cooker 0.6 L,rice cookernya bagus dan berfungsi sebagaimana mestinya👍🏻,rice cookernya bagus dan berfungsi sebagaimana mestinya ,"['rice', 'cookernya', 'bagus', 'dan', 'berfungsi', 'sebagaimana', 'mestinya', '']","['rice', 'cookernya', 'bagus', 'dan', 'berfungsi', 'sebagaimana', 'mestinya', '']"
2 bulan lalu,Cosmos Food Processor FP-323 KUBA NEW PRODUK,"bagus suaranya halus. 
tapi untuk pngganti ulekan kurang. . ",bagus suaranya halus tapi untuk pngganti ulekan kurang ,"['bagus', 'suaranya', 'halus', 'tapi', 'untuk', 'pngganti', 'ulekan', 'kurang', '']","['bagus', 'suaranya', 'halus', 'tapi', 'untuk', 'pngganti', 'ulekan', 'kurang', '']"
2 bulan lalu,New Mixer STAND CM 1669 COSMIX,barang asli & garansi resmi cosmos official store terpercaya,barang asli garansi resmi cosmos official store terpercaya,"['barang', 'asli', 'garansi', 'resmi', 'cosmos', 'official', 'store', 'terpercaya']","['barang', 'asli', 'garansi', 'resmi', 'cosmos', 'official', 'store', 'terpercaya']"
2 bulan lalu,Hand Mixer COSMIC CM-1259 (Cosmos Mixer with Container),alhamdulillah sesuai pesanannya,alhamdulillah sesuai pesanannya,"['alhamdulillah', 'sesuai', 'pesanannya']","['alhamdulillah', 'sesuai', 'pesanannya']"
2 bulan lalu,Cosmos CM-1659 - Hand Mixer,"brg sesuai pesanan,  berfungsi dgn baik,  pengiriman cepat,  packing sangat tebal dan aman",brg sesuai pesanan berfungsi dgn baik pengiriman cepat packing sangat tebal dan aman,"['brg', 'sesuai', 'pesanan', 'berfungsi', 'dgn', 'baik', 'pengiriman', 'cepat', 'packing', 'sangat', 'tebal', 'dan', 'aman']","['bareng', 'sesuai', 'pesanan', 'berfungsi', 'dengan', 'baik', 'pengiriman', 'cepat', 'packing', 'sangat', 'tebal', 'dan', 'aman']"
2 bulan lalu,Cosmos CRJ-1803 - Rice Cooker 1.2 L,"brg sesuai pesanan,  berfungsi dgn baik,  pengiriman cepat,  packing sangat tebal dan aman",brg sesuai pesanan berfungsi dgn baik pengiriman cepat packing sangat tebal dan aman,"['brg', 'sesuai', 'pesanan', 'berfungsi', 'dgn', 'baik', 'pengiriman', 'cepat', 'packing', 'sangat', 'tebal', 'dan', 'aman']","['bareng', 'sesuai', 'pesanan', 'berfungsi', 'dengan', 'baik', 'pengiriman', 'cepat', 'packing', 'sangat', 'tebal', 'dan', 'aman']"
2 bulan lalu,Cosmos CRJ-101 N - Rice Cooker 0.6 L,semoga barangnya awet,semoga barangnya awet,"['semoga', 'barangnya', 'awet']","['semoga', 'barangnya', 'awet']"
2 bulan lalu,Cosmos CB-282 P - Blender 2 L,"barang  bagussss sesuai di gambar  & pengiriman cepatt 
terimakasih seller. .  sya doa kan larisss jualanyaa amin",barang bagussss sesuai di gambar pengiriman cepatt terimakasih seller sya doa kan larisss jualanyaa amin,"['barang', 'bagussss', 'sesuai', 'di', 'gambar', 'pengiriman', 'cepatt', 'terimakasih', 'seller', 'sya', 'doa', 'kan', 'larisss', 'jualanyaa', 'amin']","['barang', 'bagus', 'sesuai', 'di', 'gambar', 'pengiriman', 'cepatt', 'terimakasih', 'seller', 'saya', 'doa', 'kan', 'larisss', 'jualanyaa', 'amin']"
2 bulan lalu,Cosmos CRJ-1803 - Rice Cooker 1.2 L,barang sesuai pesanan dan berfungsi,barang sesuai pesanan dan berfungsi,"['barang', 'sesuai', 'pesanan', 'dan', 'berfungsi']","['barang', 'sesuai', 'pesanan', 'dan', 'berfungsi']"
2 bulan lalu,Cosmos Setrika Non Stick Soleplate CI-4110 N,barang sesuai pesanan,barang sesuai pesanan,"['barang', 'sesuai', 'pesanan']","['barang', 'sesuai', 'pesanan']"
2 bulan lalu,Cosmos 16-XDC - Kipas Angin / Stand Fan 16 inch,barang berfungsi dgn baik. aman thanks,barang berfungsi dgn baik aman thanks,"['barang', 'berfungsi', 'dgn', 'baik', 'aman', 'thanks']","['barang', 'berfungsi', 'dengan', 'baik', 'aman', 'thanks']"
2 bulan lalu,Cosmos Blenz CB-832PC - Blender 2 L,alhamdulillah brng mendarat dgn sempurna ditrima dgn baik. trims pisaunya tajam 👍 ringan tapi kokoh proses pesanan cepat packaging rapi,alhamdulillah brng mendarat dgn sempurna ditrima dgn baik trims pisaunya tajam ringan tapi kokoh proses pesanan cepat packaging rapi,"['alhamdulillah', 'brng', 'mendarat', 'dgn', 'sempurna', 'ditrima', 'dgn', 'baik', 'trims', 'pisaunya', 'tajam', 'ringan', 'tapi', 'kokoh', 'proses', 'pesanan', 'cepat', 'packaging', 'rapi']","['alhamdulillah', 'brng', 'mendarat', 'dengan', 'sempurna', 'ditrima', 'dengan', 'baik', 'terima kasih', 'pisaunya', 'tajam', 'ringan', 'tapi', 'kokoh', 'proses', 'pesanan', 'cepat', 'packaging', 'rapi']"
2 bulan lalu,Cosmos Setrika Non Stick Soleplate CI-3120 N,oke,oke,['oke'],['oke']
2 bulan lalu,Cosmos CJ-3920 - Slow Juicer 600 ml (Blue/Red),"pemakaian kedua udh rusak hahaha,  tapi lagi proses service,  semoga cepet selesai perbaikannya",pemakaian kedua udh rusak hahaha tapi lagi proses service semoga cepet selesai perbaikannya,"['pemakaian', 'kedua', 'udh', 'rusak', 'hahaha', 'tapi', 'lagi', 'proses', 'service', 'semoga', 'cepet', 'selesai', 'perbaikannya']","['pemakaian', 'kedua', 'sudah', 'rusak', 'hahaha', 'tapi', 'lagi', 'proses', 'service', 'semoga', 'cepat', 'selesai', 'perbaikannya']"
2 bulan lalu,Cosmos CB-282 G - Blender 2 L,packing aman,packing aman,"['packing', 'aman']","['packing', 'aman']"
2 bulan lalu,Cosmos CRJ-3307 - Rice Cooker 1.8 L Fabelia series Kucing(Cat),barang bagus.  cuma pengiriman lama bangat kayak ke luar negeri 🤣,barang bagus cuma pengiriman lama bangat kayak ke luar negeri ,"['barang', 'bagus', 'cuma', 'pengiriman', 'lama', 'bangat', 'kayak', 'ke', 'luar', 'negeri', '']","['barang', 'bagus', 'cuma', 'pengiriman', 'lama', 'banget', 'kayak', 'ke', 'luar', 'negeri', '']"
2 bulan lalu,Cosmos CRJ-1031 - Mini Portable Digital Rice Cooker 0.3 L,barangnya sesuai pesanan.  good seller. ,barangnya sesuai pesanan good seller ,"['barangnya', 'sesuai', 'pesanan', 'good', 'seller', '']","['barangnya', 'sesuai', 'pesanan', 'good', 'seller', '']"
2 bulan lalu,Cosmos 16-XDC - Kipas Angin / Stand Fan 16 inch,pengiriman cepat,pengiriman cepat,"['pengiriman', 'cepat']","['pengiriman', 'cepat']"
2 bulan lalu,Cosmos CGC-121 P N - Kompor Gas Portable 0.95 Kg 1 Tungku NEW,mantaps berkualitas,mantaps berkualitas,"['mantaps', 'berkualitas']","['mantaps', 'berkualitas']"
2 bulan lalu,Cosmos 16-XDC - Kipas Angin / Stand Fan 16 inch,"pengganjal besi di baling2 plastik nya patah,  mau komplain tapi ribet ngurus nya dan lagi butuh segera. ",pengganjal besi di baling plastik nya patah mau komplain tapi ribet ngurus nya dan lagi butuh segera ,"['pengganjal', 'besi', 'di', 'baling', 'plastik', 'nya', 'patah', 'mau', 'komplain', 'tapi', 'ribet', 'ngurus', 'nya', 'dan', 'lagi', 'butuh', 'segera', '']","['pengganjal', 'besi', 'di', 'baling', 'plastik', 'nya', 'patah', 'mau', 'komplain', 'tapi', 'ribet', 'mengurus', 'nya', 'dan', 'lagi', 'butuh', 'segera', '']"
2 bulan lalu,Cosmos Rice Cooker Harmond CRJ-6028 G - 1.2L,"proses pesanan cepat. 
respon penjualnya top. 
packaging rapi. 
sudah dicoba tes,  pemanas berfungsi dengan baik. 
ngga pilih warna dan dikirim warna hijau,  cocok sama alat da. . .  ",proses pesanan cepat respon penjualnya top packaging rapi sudah dicoba tes pemanas berfungsi dengan baik ngga pilih warna dan dikirim warna hijau cocok sama alat da ,"['proses', 'pesanan', 'cepat', 'respon', 'penjualnya', 'top', 'packaging', 'rapi', 'sudah', 'dicoba', 'tes', 'pemanas', 'berfungsi', 'dengan', 'baik', 'ngga', 'pilih', 'warna', 'dan', 'dikirim', 'warna', 'hijau', 'cocok', 'sama', 'alat', 'da', '']","['proses', 'pesanan', 'cepat', 'respon', 'penjualnya', 'top', 'packaging', 'rapi', 'sudahh', 'dicoba', 'tes', 'pemanas', 'berfungsi', 'dengan', 'baik', 'enggak', 'pilih', 'warna', 'dahn', 'dikirim', 'warna', 'hijau', 'cocok', 'sama', 'alat', 'dah', '']"
2 bulan lalu,Cosmos NEW AIR FRYER CAF-6603,"barang cepat sampai. 
mantaf",barang cepat sampai mantaf,"['barang', 'cepat', 'sampai', 'mantaf']","['barang', 'cepat', 'sampai', 'mantaf']"
2 bulan lalu,16WFGR,mantapp👍👍,mantapp ,"['mantapp', '']","['mantap', '']"
2 bulan lalu,Cosmos Standing  Fan 16 SAE  ( 16 INCH),bayar hari rabu tapi baru dikirim kamis.  ditambah baru sampai di tangan hari sabtu.  padahal bayar delivery next day yang pricenya sama dengan harga barangnya.  tolong lebi. . .  ,bayar hari rabu tapi baru dikirim kamis ditambah baru sampai di tangan hari sabtu padahal bayar delivery next day yang pricenya sama dengan harga barangnya tolong lebi ,"['bayar', 'hari', 'rabu', 'tapi', 'baru', 'dikirim', 'kamis', 'ditambah', 'baru', 'sampai', 'di', 'tangan', 'hari', 'sabtu', 'padahal', 'bayar', 'delivery', 'next', 'day', 'yang', 'pricenya', 'sama', 'dengan', 'harga', 'barangnya', 'tolong', 'lebi', '']","['bayar', 'hari', 'rabu', 'tapi', 'baru', 'dikirim', 'kamis', 'ditambah', 'baru', 'sampai', 'di', 'tangan', 'hari', 'sabtu', 'padahal', 'bayar', 'delivery', 'next', 'day', 'yang', 'pricenya', 'sama', 'dengan', 'harga', 'barangnya', 'tolong', 'lebi', '']"
2 bulan lalu,Cosmos Rice Cooker Non Stick CRJ-8228 B - 2.0L,barang aman  sampai tujuan,barang aman sampai tujuan,"['barang', 'aman', 'sampai', 'tujuan']","['barang', 'aman', 'sampai', 'tujuan']"
2 bulan lalu,Kipas Angin 16-PDB Electric Fan Twino (Meja dan Dinding),setelah di rangkai suaranya berisik,setelah di rangkai suaranya berisik,"['setelah', 'di', 'rangkai', 'suaranya', 'berisik']","['setelah', 'di', 'rangkai', 'suaranya', 'berisik']"
2 bulan lalu,Cosmos CB-281 G - Blender 2 L,barang original pengiriman cepat,barang original pengiriman cepat,"['barang', 'original', 'pengiriman', 'cepat']","['barang', 'original', 'pengiriman', 'cepat']"
2 bulan lalu,Cosmos CRJ-101 N - Rice Cooker 0.6 L,"produk mantap udah dicoba joss
seller responsive",produk mantap udah dicoba joss seller responsive,"['produk', 'mantap', 'udah', 'dicoba', 'joss', 'seller', 'responsive']","['produk', 'mantap', 'sudah', 'dicoba', 'joss', 'seller', 'responsive']"
2 bulan lalu,Cosmos Rice Cooker Stainless Steel CRJ-9308 - 2 L,"pengiriman gak ada komplain,  cuman rice cookernya yang bermasalah.  nyoba masak beras 1 liter belom mateng tapi udah ctek duluan,  diulang lagi masaknya berkali kali tetep. . .  ",pengiriman gak ada komplain cuman rice cookernya yang bermasalah nyoba masak beras liter belom mateng tapi udah ctek duluan diulang lagi masaknya berkali kali tetep ,"['pengiriman', 'gak', 'ada', 'komplain', 'cuman', 'rice', 'cookernya', 'yang', 'bermasalah', 'nyoba', 'masak', 'beras', 'liter', 'belom', 'mateng', 'tapi', 'udah', 'ctek', 'duluan', 'diulang', 'lagi', 'masaknya', 'berkali', 'kali', 'tetep', '']","['pengiriman', 'enggak', 'ada', 'komplain', 'cuman', 'rice', 'cookernya', 'yang', 'bermasalah', 'mencoba', 'masak', 'beras', 'liter', 'belum', 'mateng', 'tapi', 'sudah', 'ctek', 'duluan', 'diulang', 'lagi', 'masaknya', 'berkali', 'kali', 'tetap', '']"
2 bulan lalu,COSMOS RICE COOKER  NON STICK CRJ 3012 O candy series ,"bener2puas ama barang nya n pelayanan toko. . .  kondisi barang sampe dgn amam,  udh dites hasilnya nasi  matang, , , ,  watt kecil. . 👍",benerpuas ama barang nya  pelayanan toko kondisi barang sampe dgn amam udh dites hasilnya nasi matang watt kecil ,"['benerpuas', 'ama', 'barang', 'nya', '', 'pelayanan', 'toko', 'kondisi', 'barang', 'sampe', 'dgn', 'amam', 'udh', 'dites', 'hasilnya', 'nasi', 'matang', 'watt', 'kecil', '']","['benerpuas', 'sama', 'barang', 'nya', '', 'pelayanan', 'toko', 'kondisi', 'barang', 'sampai', 'dengan', 'samam', 'sudah', 'dites', 'hasilnya', 'nasi', 'matang', 'watt', 'kecil', '']"
2 bulan lalu,Cosmos COTG-550 - Tritan Bottle 570 ml - Black,bagus original cuma minus di pengiriman yang super lama. .  20 hr mungkin baru sampai,bagus original cuma minus di pengiriman yang super lama hr mungkin baru sampai,"['bagus', 'original', 'cuma', 'minus', 'di', 'pengiriman', 'yang', 'super', 'lama', 'hr', 'mungkin', 'baru', 'sampai']","['bagus', 'original', 'cuma', 'minus', 'di', 'pengiriman', 'yang', 'super', 'lama', 'hari', 'mungkin', 'baru', 'sampai']"
2 bulan lalu,Cosmos CB-282 P - Blender 2 L,"produk original dan berfungsi dengan baik. 
produk lengkap dan aman tidak ada yg pecah atau rusak ,  cuma kecewa aja kirain tutupnya warna biru seperti yg digambar tau nya. . .  ",produk original dan berfungsi dengan baik produk lengkap dan aman tidak ada yg pecah atau rusak cuma kecewa aja kirain tutupnya warna biru seperti yg digambar tau nya ,"['produk', 'original', 'dan', 'berfungsi', 'dengan', 'baik', 'produk', 'lengkap', 'dan', 'aman', 'tidak', 'ada', 'yg', 'pecah', 'atau', 'rusak', 'cuma', 'kecewa', 'aja', 'kirain', 'tutupnya', 'warna', 'biru', 'seperti', 'yg', 'digambar', 'tau', 'nya', '']","['produk', 'original', 'dan', 'berfungsi', 'dengan', 'baik', 'produk', 'lengkap', 'dan', 'aman', 'tidak', 'ada', 'yang', 'pecah', 'atau', 'rusak', 'cuma', 'kecewa', 'saja', 'mengira', 'tutupnya', 'warna', 'biru', 'seperti', 'yang', 'digambar', 'tau', 'nya', '']"
3 bulan lalu,Cosmos NEW AIR FRYER CAF-6603,produk original.  semoga awet. ,produk original semoga awet ,"['produk', 'original', 'semoga', 'awet', '']","['produk', 'original', 'semoga', 'awet', '']"
3 bulan lalu,Cosmos Food Processor FP-323 KUBA NEW PRODUK,alhamdulillah sudah sampai dan berfungsi dengan baik.  insya allah awet.  terima kasih banyak.  ✌️,alhamdulillah sudah sampai dan berfungsi dengan baik insya allah awet terima kasih banyak ,"['alhamdulillah', 'sudah', 'sampai', 'dan', 'berfungsi', 'dengan', 'baik', 'insya', 'allah', 'awet', 'terima', 'kasih', 'banyak', '']","['alhamdulillah', 'sudah', 'sampai', 'dan', 'berfungsi', 'dengan', 'baik', 'insya', 'allah', 'awet', 'terima', 'kasih', 'banyak', '']"
3 bulan lalu,Cosmos CRJ-9303 - Rice Cooker 2 L,puas,puas,['puas'],['puas']
3 bulan lalu,Cosmos Rice Cooker Harmond CRJ-6028 G - 1.2L Mama Suka,"sesuai diskripsi, sesuai dgn yg ingin sy beli, packing standar, respon penjual ok, over all ok, thx",sesuai diskripsi sesuai dgn yg ingin sy beli packing standar respon penjual ok over all ok thx,"['sesuai', 'diskripsi', 'sesuai', 'dgn', 'yg', 'ingin', 'sy', 'beli', 'packing', 'standar', 'respon', 'penjual', 'ok', 'over', 'all', 'ok', 'thx']","['sesuai', 'diskripsi', 'sesuai', 'dengan', 'yang', 'ingin', 'saya', 'beli', 'packing', 'standar', 'respon', 'penjual', 'ok', 'over', 'all', 'ok', 'thx']"
3 bulan lalu,Cosmos FP-300 - Food Processor 300 ml,"barang lengkap dan berfungsi sempurna.  tapi untuk menghaluskan bumbu hasilnya kasar,  karna mata pisaunya cuma 2. ",barang lengkap dan berfungsi sempurna tapi untuk menghaluskan bumbu hasilnya kasar karna mata pisaunya cuma ,"['barang', 'lengkap', 'dan', 'berfungsi', 'sempurna', 'tapi', 'untuk', 'menghaluskan', 'bumbu', 'hasilnya', 'kasar', 'karna', 'mata', 'pisaunya', 'cuma', '']","['barang', 'lengkap', 'dan', 'berfungsi', 'sempurna', 'tapi', 'untuk', 'menghaluskan', 'bumbu', 'hasilnya', 'kasar', 'karena', 'mata', 'pisaunya', 'cuma', '']"
3 bulan lalu,Cosmos CB-282 G - Blender 2 L,barang sampai dengan selamat dan berfungsi,barang sampai dengan selamat dan berfungsi,"['barang', 'sampai', 'dengan', 'selamat', 'dan', 'berfungsi']","['barang', 'sampai', 'dengan', 'selamat', 'dan', 'berfungsi']"
3 bulan lalu,Cosmos CGS-123 P BROWN - Kompor Portable 1.45 Kg 1 Tungku NEW Looks,"keren udah ngincer dr lama,  alhamdulillah akhirnya bisa punya",keren udah ngincer dr lama alhamdulillah akhirnya bisa punya,"['keren', 'udah', 'ngincer', 'dr', 'lama', 'alhamdulillah', 'akhirnya', 'bisa', 'punya']","['keren', 'sudah', 'ngincer', 'dari', 'lama', 'alhamdulillah', 'akhirnya', 'bisa', 'punya']"
3 bulan lalu,Cosmos CRJ-1001 N - Rice Cooker 0.6 L,"pesen sesuai gambar,  masa diksh wrn pink,  btw tq lah",pesen sesuai gambar masa diksh wrn pink btw tq lah,"['pesen', 'sesuai', 'gambar', 'masa', 'diksh', 'wrn', 'pink', 'btw', 'tq', 'lah']","['pesan', 'sesuai', 'gambar', 'masa', 'diksh', 'warna', 'pink', 'btw', 'tq', 'lah']"
3 bulan lalu,Cosmos Blender - Food Processor - FP-313 Tosca - 1.2 liter,barang bagus berfungsi dengan baik,barang bagus berfungsi dengan baik,"['barang', 'bagus', 'berfungsi', 'dengan', 'baik']","['barang', 'bagus', 'berfungsi', 'dengan', 'baik']"
3 bulan lalu,Cosmos CB-171 P - Blender 1 L,bagus semoga awet :),bagus semoga awet ,"['bagus', 'semoga', 'awet', '']","['bagus', 'semoga', 'awet', '']"
3 bulan lalu,Cosmos Setrika Uap Ceramic Soleplate CI-4910 C,biasa aja,biasa aja,"['biasa', 'aja']","['biasa', 'saja']"
3 bulan lalu,Cosmos Rice Cooker Non Stick CRJ-8228 B - 2.0L,"pengiriman cepat,  barang sesuai pesanan",pengiriman cepat barang sesuai pesanan,"['pengiriman', 'cepat', 'barang', 'sesuai', 'pesanan']","['pengiriman', 'cepat', 'barang', 'sesuai', 'pesanan']"
3 bulan lalu,WADESTA BESI SIF-1804 S,puas👍👍,puas ,"['puas', '']","['puas', '']"
3 bulan lalu,Cosmos Food Processor FP-323 KUBA NEW PRODUK,barang sesuai deskripsi . .  packing aman . . . ,barang sesuai deskripsi packing aman ,"['barang', 'sesuai', 'deskripsi', 'packing', 'aman', '']","['barang', 'sesuai', 'deskripsi', 'packing', 'aman', '']"
3 bulan lalu,Cosmos CRJ-101 N - Rice Cooker 0.6 L,kereenn,kereenn,['kereenn'],['keren']
3 bulan lalu,Cosmos CB-282 P - Blender 2 L,barang ok berfungsi dngan baik. . ,barang ok berfungsi dngan baik ,"['barang', 'ok', 'berfungsi', 'dngan', 'baik', '']","['barang', 'ok', 'berfungsi', 'dengan', 'baik', '']"
3 bulan lalu,Cosmos CB-171 P - Blender 1 L,joss gandoss,joss gandoss,"['joss', 'gandoss']","['joss', 'gandoss']"
3 bulan lalu,Cosmos Blenz CB-802 - Blender 1.2 L,aman rapi,aman rapi,"['aman', 'rapi']","['aman', 'rapi']"
3 bulan lalu,Cosmos Rice Cooker Harmond CRJ-6028 G - 1.2L Mama Suka,nasi matang merata 👍 garansi terjamin mutu terjamin sni gampang dibersihkan,nasi matang merata garansi terjamin mutu terjamin sni gampang dibersihkan,"['nasi', 'matang', 'merata', 'garansi', 'terjamin', 'mutu', 'terjamin', 'sni', 'gampang', 'dibersihkan']","['nasi', 'matang', 'merata', 'garansi', 'terjamin', 'mutu', 'terjamin', 'sni', 'gampang', 'dibersihkan']"
3 bulan lalu,Cosmos Rice Cooker Non Stick CRJ-8228 B - 2.0L,"alhamdulillah, , ,  kondisi barang baru,  bagus dan pengemasan oke. . ",alhamdulillah kondisi barang baru bagus dan pengemasan oke ,"['alhamdulillah', 'kondisi', 'barang', 'baru', 'bagus', 'dan', 'pengemasan', 'oke', '']","['alhamdulillah', 'kondisi', 'barang', 'baru', 'bagus', 'dan', 'pengemasan', 'oke', '']"
3 bulan lalu,Cosmos CRJ-3307 GMBORI,"bonus nya tidak ada, makasih",bonus nya tidak ada makasih,"['bonus', 'nya', 'tidak', 'ada', 'makasih']","['bonus', 'nya', 'tidak', 'ada', 'terima kasih']"
3 bulan lalu,"Cosmos WADESTA 16-S033 ONY - Kipas Angin 3in1-16 inch Wall,Desk,Stand",bagus sih cuman rada lecet sedikit tapi semoga aja awet,bagus sih cuman rada lecet sedikit tapi semoga aja awet,"['bagus', 'sih', 'cuman', 'rada', 'lecet', 'sedikit', 'tapi', 'semoga', 'aja', 'awet']","['bagus', 'sih', 'cuman', 'rada', 'lecet', 'sedikit', 'tapi', 'semoga', 'saja', 'awet']"
3 bulan lalu,Cosmos CRJ-9303 - Rice Cooker 2 L,"kualitas produk sangat bagus,  mudah2an awet,  hanya sedikit kecewa sama respon chat penjual yang lambat banget,  serta pengiriman yang lama padahal ini official store,  tern. . .  ",kualitas produk sangat bagus mudahan awet hanya sedikit kecewa sama respon chat penjual yang lambat banget serta pengiriman yang lama padahal ini official store tern ,"['kualitas', 'produk', 'sangat', 'bagus', 'mudahan', 'awet', 'hanya', 'sedikit', 'kecewa', 'sama', 'respon', 'chat', 'penjual', 'yang', 'lambat', 'banget', 'serta', 'pengiriman', 'yang', 'lama', 'padahal', 'ini', 'official', 'store', 'tern', '']","['kualitas', 'produk', 'sangat', 'bagus', 'mudahan', 'awet', 'hanya', 'sedikit', 'kecewa', 'sama', 'respon', 'chat', 'penjual', 'yang', 'lambat', 'banget', 'serta', 'pengiriman', 'yang', 'lama', 'padahal', 'ini', 'official', 'store', 'tern', '']"
